NRScode,Sample,Station,Longitude,Latitude,SampleDateLocal,Year,Month,Day,Time_24hr,SampleDateUTC,Biomass_mgm3,ZoopAbundance_m3,CopeAbundance_m3,AvgTotalLengthCopepod_mm,HerbivoreCarnivoreCopepodRatio,NoCopepodSpecies_Sample,ShannonCopepodDiversity,CopepodEvenness,PhytoBiomassCarbon_pg_L,AbundancePhyto_cells_L,DiatomDinoflagellateRatio,AvgCellVol_um3,NoPhytoSpecies_Sample,ShannonPhytoDiversity,PhytoEvenness,NoDiatomSpecies_Sample,ShannonDiatomDiversity,DiatomEvenness,NoDinoSpecies_Sample,ShannonDinoDiversity,DinoflagellateEvenness,CTD_SST_C,CTDChla_mgm3,CTDSalinity_psu,MLD_temp,MLD_sal,DCM,Silicate_umolL,Phosphate_umolL,Ammonium_umolL,Nitrate_umolL,Nitrite_umolL,Oxygen_umolL,TCO2_umolkg,TAlkalinity_umolkg,Salinity_PSU,Chla_mgm3
NSI20160920,714,North Stradbroke,153.562,-27.345,2016-09-20T10:15:00Z,2016,9,20,10:15:00,2016-09-20T00:15:00Z,10.52536,961.2352,675.1151,0.737632840579283,0.976923080604237,24,1.69292692427706,0.532692967032505,1045326.30978815,40741.65,0.00602459880979831,191.228424411638,1,0,,1,0,,,,,21.2250266666667,0.217086666666667,35.744,23.81,24.802,25.794,1.81428571428571,0.4,0.164285714285714,4.74285714285714,0.0528571428571429,,,2329.524,35.5655714285714,0.1945
NSI20160920,714,North Stradbroke,153.562,-27.345,2016-09-20T10:15:00Z,2016,9,20,10:15:00,2016-09-20T00:15:00Z,10.52536,961.2352,675.1151,0.737632840579283,0.976923080604237,24,1.69292692427706,0.532692967032505,1045326.30978815,40741.65,0.00602459880979831,191.228424411638,1,0,,1,0,,,,,21.2250266666667,0.217086666666667,35.744,23.81,24.802,26.787,1.81428571428571,0.4,0.164285714285714,4.74285714285714,0.0528571428571429,,,2329.524,35.5655714285714,0.1945
NSI20161116,732,North Stradbroke,153.562,-27.345,2016-11-16T10:15:00Z,2016,11,16,10:15:00,2016-11-16T00:15:00Z,13.11009,2636.1651,1813.1671,0.727875541218026,0.960526244433573,39,1.81134502183339,0.494421875976068,11116648.4839365,47150,0.769662921348315,8040.99917117003,7,1.70708125988352,0.877266229744608,7,1.70708125988352,0.877266229744608,,,,24.0841733333333,0.18692,35.7255866666667,16.866,26.786,19.842,1.28571428571429,0.33,0.824285714285714,3.1,,,,2334.424,35.6138571428571,0.1595
NSI20180302,815,North Stradbroke,153.562,-27.345,2018-03-02T10:25:00Z,2018,3,2,10:25:00,2018-03-02T00:25:00Z,10.2939,1086.6135,797.2784,0.849219257704892,0.945454771678864,30,1.28429253287362,0.377600118063712,2402786.49048133,67361.86,0.646464077958729,684.03059157906,14,2.45524427082065,0.930348970925386,12,2.32104319452645,0.93405649452645,2,0.693147180559945,1,27.8880533333333,0.136706666666667,35.1823666666667,17.881,10.927,38.74,1.05714285714286,0.172857142857143,0.14,1.92857142857143,0.0514285714285714,,,2321.778,35.3845714285714,0.1215
NSI20181115,887,North Stradbroke,153.562,-27.345,2018-11-15T10:40:00Z,2018,11,15,10:40:00,2018-11-15T00:40:00Z,15.10007,2840.37,2840.37,0.543360417371277,0.968888923101793,36,1.11841855730027,0.312100640880699,80654370.5134446,176794.11,0.969870893747438,13804.3804206178,12,1.53546569181919,0.617916850900692,12,1.53546569181919,0.617916850900692,,,,23.88438,0.2364,35.5831,14.9,42.712,26.82,1.11428571428571,0.331428571428571,0.807142857142857,3.77142857142857,0.09,,,2332.6,,0.22
NSI20190322,899,North Stradbroke,153.562,-27.345,2019-03-22T10:50:00Z,2019,3,22,10:50:00,2019-03-22T00:50:00Z,16.11918,2372.5484,1549.5505,0.619786203822184,0.980891731733743,35,1.94889670324304,0.548159187099843,18580783.889554,167280.73,0.918561157262089,2383.59537837817,20,1.88642186459012,0.629703088371164,18,1.81878986600332,0.629258108765625,1,0,,26.7664533333333,0.304313333333333,35.24384,18.874,10.927,27.813,2.18571428571429,0.304285714285714,0.0342857142857143,3.27142857142857,0.204285714285714,,,2319.636,35.4536666666667,0.751
NSI20190723,973,North Stradbroke,153.562,-27.345,2019-07-23T10:20:00Z,2019,7,23,10:20:00,2019-07-23T00:20:00Z,12.10063,1742.441,1324.5124,0.660754031618641,0.95522368311095,40,2.04203354292406,0.553564725636868,13256670.2871086,285406.21,0.929797159372646,990.21520384604,10,1.56785880892328,0.680912429118785,10,1.56785880892328,0.680912429118785,,,,20.5079266666667,0.25464,35.4737466666667,33.773,29.8,45.691,1.42857142857143,0.218571428571429,0.165714285714286,2.04285714285714,0.0885714285714286,,,2325.862,35.4968571428572,0.543
NSI20200625,1072,North Stradbroke,153.562,-27.345,2020-06-25T10:35:00Z,2020,6,25,10:35:00,2020-06-25T00:35:00Z,14.17099,3922.0977,3086.2409,0.679934230838075,0.961904718173242,26,1.07404486193707,0.329654093856069,,157106.91,0.937694090737175,3440.61312757663,18,1.9384183592929,0.670646727016123,15,1.91178214586722,0.70596259444862,3,0.436668942337129,0.397473200364907,21.5421866666667,0.21572,35.5755,22.847,10.927,31.786,1.22857142857143,0.231428571428571,,2.22857142857143,0.0642857142857143,,,2332.296,35.6104285714286,
NSI20201116,1150,North Stradbroke,153.562,-27.345,2020-11-16T10:10:00Z,2020,11,16,10:10:00,2020-11-16T00:10:00Z,25.98229,0,,,,,,,1871512.08055401,89775,0.445945945945946,288.566457821405,12,1.27644632242914,0.513679788549819,10,1.19858316621431,0.520538055189002,1,0,,23.6352071428571,0.278492857142857,35.6011928571429,23.84,33.773,23.84,1.71666666666667,0.2175,0.241666666666667,1.38333333333333,0.0408333333333333,,,,35.5591666666667,0.4205
NSI20130418,396,North Stradbroke,153.562,-27.345,2013-04-18T10:05:00Z,2013,4,18,10:05:00,2013-04-18T00:05:00Z,8.72506,1074.8761,791.9712,0.626387395488847,0.966090236398003,37,1.15003673590017,0.318488750982993,8527124.93123589,331200.79,0.560241391551296,502.510815282369,9,1.7071499957742,0.776957445944756,8,1.65055238837948,0.793747915147506,,,,25.4007428571429,0.134957142857143,35.2610714285714,34,12,56,0.671428571428572,0.208571428571429,0.0885714285714286,1.77142857142857,,,,2320.15,35.3724285714286,0.095
NSI20100618,87,North Stradbroke,153.562,-27.345,2010-06-18T12:30:00Z,2010,6,18,12:30:00,2010-06-18T02:30:00Z,21.73871,4420.3973,2986.5809,0.715192783110406,0.965635877682102,40,1.13995828385415,0.309025626354592,43306139.0821768,598456,0.982332652917576,1566.01977356731,10,1.42672387116503,0.619618304446618,10,1.42672387116503,0.619618304446618,,,,21.2525769230769,0.279430769230769,35.4388923076923,52,51,51,0.257142857142857,0.0357142857142857,0.192857142857143,0.214285714285714,,,,2328.67,35.5221428571429,
NSI20081119,286,North Stradbroke,153.562,-27.345,2008-11-19T10:30:00Z,2008,11,19,10:30:00,2008-11-19T00:30:00Z,7.27838,1133.7642,756.5572,0.936646687243259,0.887850671057531,38,2.00654982838164,0.551615752940012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSI20080929,284,North Stradbroke,153.562,-27.345,2008-09-29T10:30:00Z,2008,9,29,10:30:00,2008-09-29T00:30:00Z,13.02007,1504.5418,768.3449,1.08273657887719,0.913043625263892,39,1.7529917730588,0.4784938653648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSI20151216,673,North Stradbroke,153.562,-27.345,2015-12-16T10:30:00Z,2015,12,16,10:30:00,2015-12-16T00:30:00Z,14.55034,2848.3443,1864.6046,0.616451129186427,0.96428556550169,27,0.888062938484116,0.26944990744058,2162213.51110773,49236.6,0.0766110152316012,992.149652389179,7,1.61507037450653,0.829981988269398,4,1.11872959797137,0.806992821544498,3,1.09861228866811,1,25.8276733333333,0.148526666666667,35.53364,13.89,17.858,51.586,0.728571428571429,0.112857142857143,0.0314285714285714,0.214285714285714,,,,2330.974,35.5622857142857,
NSI20140306,461,North Stradbroke,153.562,-27.345,2014-03-06T10:15:00Z,2014,3,6,10:15:00,2014-03-06T00:15:00Z,23.1468,4240.3664,2362.9029,0.562126077806588,0.986301508007334,35,1.21796946878188,0.342573904922164,6591777.44471108,189358.08,0.597476516630313,744.660995958139,12,2.38033029872048,0.957915380412202,10,2.23019171198165,0.968559954099998,2,0.410145307042098,0.591714600513516,25.3182285714286,0.234242857142857,35.6059642857143,26,44,38,0.785714285714286,0.312857142857143,0.242857142857143,2.47142857142857,,,,2333.95,35.6062857142857,0.216
NSI20150731,636,North Stradbroke,153.562,-27.345,2015-07-31T10:15:00Z,2015,7,31,10:15:00,2015-07-31T00:15:00Z,14.05525,2877.277,1610.632,0.619615325020389,0.934497831422839,38,1.83725362524223,0.505074943813957,7838110.36128237,118399,0.833330846921574,2623.61826674819,8,1.91634698136944,0.921568095548074,8,1.91634698136944,0.921568095548074,,,,21.6542571428571,0.222371428571429,35.6581571428571,27,51,14,0.585714285714286,0.19,0.445714285714286,0.542857142857143,,,,2332.61,35.6501428571429,0.196
NSI20140725,492,North Stradbroke,153.562,-27.345,2014-07-25T10:35:00Z,2014,7,25,10:35:00,2014-07-25T00:35:00Z,12.31924,3253.4121,2520.4296,0.58364140617565,0.982206474239344,48,1.39932391716182,0.361470229321326,11171448.902374,127681.42,0.983645303869964,2711.6811955506,16,1.48700273385559,0.536322867480447,13,1.43806903257498,0.560661764487312,2,0.693147180559945,1,21.5118142857143,0.276521428571429,35.5886071428571,28,22,57,0.528571428571429,0.115714285714286,0.292857142857143,0.714285714285714,,,,2331.594,35.5727142857143,
NSI20140917,498,North Stradbroke,153.562,-27.345,2014-09-17T10:30:00Z,2014,9,17,10:30:00,2014-09-17T00:30:00Z,20.42062,4725.8075,3015.5153,0.572717550122508,0.989546990744943,40,1.80676156522825,0.489786014344627,2800324.960435,86393.87,0.268046373142027,835.053491087865,2,0.63649901049763,0.918273965975662,2,0.63649901049763,0.918273965975662,,,,20.2560214285714,0.307792857142857,35.51325,31,35,27,1.05714285714286,0.282857142857143,0.178571428571429,2.74285714285714,,,,2326.868,35.5147142857143,
NSI20130111,376,North Stradbroke,153.562,-27.345,2013-01-11T10:40:00Z,2013,1,11,10:40:00,2013-01-11T00:40:00Z,14.47318,5156.5948,3626.3336,0.766326548864568,0.964515963469153,46,1.69338391109974,0.44229368481796,7592424.46702639,318945.32,0.949953640039821,480.550677066401,5,0.030672333322769,0.0190577922178933,4,0.0264447858973234,0.0190758807357194,,,,25.9081071428571,0.307307142857143,35.5529,23,31,37,1.74285714285714,0.192857142857143,0.124285714285714,0.9,,,,2327.684,35.5434285714286,0.195
NSI20171023,795,North Stradbroke,153.562,-27.345,2017-10-23T10:25:00Z,2017,10,23,10:25:00,2017-10-23T00:25:00Z,11.76886,1863.6392,1333.1917,0.741573302880563,0.991869957950833,27,0.792029000038993,0.240311954820507,19408760.4655002,59100.99,0.954584246730394,10080.5452796359,16,1.83069257552965,0.660282775027218,14,1.79957992369388,0.681902550391443,1,0,,23.2118333333333,0.214246666666667,35.4381333333333,19.867,10.927,30.794,1.02857142857143,0.211428571428571,0.125714285714286,2.48571428571429,0.0385714285714286,,,2321.792,35.4701428571429,0.1705
NSI20171116,802,North Stradbroke,153.562,-27.345,2017-11-16T10:30:00Z,2017,11,16,10:30:00,2017-11-16T00:30:00Z,7.92135,1986.768,1613.847,0.565000106531035,0.960395862745243,28,1.16617190280979,0.349970087144644,7608898.77446886,55857.52,0.481706063452985,4739.67346854608,14,2.25448769491177,0.854277650436812,11,2.12770734961549,0.887322884261094,3,1.09861228866811,1,24.8323466666667,0.1556,35.45396,18.874,15.894,13.907,0.928571428571429,0.218571428571429,0.171428571428571,2.4,0.0942857142857143,,,2331.934,35.561,0.103
PH420020926,215,Port Hacking 4,151.21815,-34.11758,2002-09-26T00:00:00Z,2002,9,26,00:00:00,2002-09-25T14:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH420030120,219,Port Hacking 4,151.21815,-34.11758,2003-01-20T00:00:00Z,2003,1,20,00:00:00,2003-01-19T13:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH420031027,228,Port Hacking 4,151.21815,-34.11758,2003-10-27T00:00:00Z,2003,10,27,00:00:00,2003-10-26T13:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH420040120,231,Port Hacking 4,151.21815,-34.11758,2004-01-20T00:00:00Z,2004,1,20,00:00:00,2004-01-19T13:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH420040211,232,Port Hacking 4,151.21815,-34.11758,2004-02-11T00:00:00Z,2004,2,11,00:00:00,2004-02-10T13:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH420040421,234,Port Hacking 4,151.21815,-34.11758,2004-04-21T00:00:00Z,2004,4,21,00:00:00,2004-04-20T14:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH420040725,237,Port Hacking 4,151.21815,-34.11758,2004-07-25T00:00:00Z,2004,7,25,00:00:00,2004-07-24T14:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH420041222,242,Port Hacking 4,151.21815,-34.11758,2004-12-22T00:00:00Z,2004,12,22,00:00:00,2004-12-21T13:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH420051115,250,Port Hacking 4,151.21815,-34.11758,2005-11-15T00:00:00Z,2005,11,15,00:00:00,2005-11-14T13:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH420061213,256,Port Hacking 4,151.21815,-34.11758,2006-12-13T00:00:00Z,2006,12,13,00:00:00,2006-12-12T13:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH420070924,265,Port Hacking 4,151.21815,-34.11758,2007-09-24T00:00:00Z,2007,9,24,00:00:00,2007-09-23T14:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH420080219,269,Port Hacking 4,151.21815,-34.11758,2008-02-19T00:00:00Z,2008,2,19,00:00:00,2008-02-18T13:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH420080620,273,Port Hacking 4,151.21815,-34.11758,2008-06-20T00:00:00Z,2008,6,20,00:00:00,2008-06-19T14:00:00Z,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHB20090623,47,Port Hacking,151.22667,-34.11923,2009-06-24T09:10:00Z,2009,6,24,09:10:00,2009-06-23T23:10:00Z,3.38425,714.337,596.1228,0.703014841149344,0.956521177848023,35,1.23766279824929,0.34811297708242,13051529.4408533,340128,0.345047923322684,477.247190704676,13,1.51695373702486,0.591416642442465,13,1.51695373702486,0.591416642442465,,,,,,,,,,1.98,0.404,0.215,4.74,,,,2322.345,35.4579,
PHB20090924,151,Port Hacking,151.22667,-34.11923,2009-09-25T08:45:00Z,2009,9,25,08:45:00,2009-09-24T22:45:00Z,32.36438,2384.3627,658.6395,0.564819263800607,,25,0.94179254388904,0.292584304313014,154335553.955335,789828,0.948431971695079,5170.54408583894,14,1.49547383445886,0.566669703487222,13,1.49450280220606,0.582663668527603,1,0,,,,,,,,1.13,0.31,0.164,4.21,,,,2326.87666666667,35.4603,
PHB20091011,103,Port Hacking,151.22667,-34.11923,2009-10-12T09:28:00Z,2009,10,12,09:28:00,2009-10-11T22:28:00Z,93.34464,14654.5014,2691.1376,0.764469681899022,0.997601930011321,41,1.52009810026022,0.409335828941988,551078641.417553,722299,0.794097390505829,24694.155347633,10,1.16523369183,0.506054562489522,9,1.14255239775066,0.519998005454599,1,0,,18.8209,3.01499,35.45279,36.733,63.534,14.893,1.15,0.269,0.877,1.91,,,,2326.88666666667,35.4945,
PHB20100817,183,Port Hacking,151.22667,-34.11923,2010-08-18T09:30:00Z,2010,8,18,09:30:00,2010-08-17T23:30:00Z,66.4368,2036.9189,1464.0355,0.671634009828192,0.981651468970796,29,1.35331594563768,0.401899926221545,17293190.3793045,222379,0.400840412898511,1552.94630581125,12,2.024775824557,0.814829734038398,10,1.96155487952893,0.851892460129811,2,0.693147180559945,1,17.0171714285714,3.09722857142857,35.53885,53.608,47.652,16.878,1.11,0.189,0.114,2.53,,,,2331.32333333333,35.56,0.801
PHB20110829,198,Port Hacking,151.22667,-34.11923,2011-08-29T10:03:00Z,2011,8,29,10:03:00,2011-08-29T00:03:00Z,3.56814,411.3917,322.9836,0.66099682326318,0.942445893879315,33,1.74036991831673,0.497745217970242,29960287.5338263,443177,0.774984471542058,1432.8588183051,20,2.44744700838156,0.816977882165028,20,2.44744700838156,0.816977882165028,,,,18.5445125,0.84525,35.582625,20,20,28,1.5,0.354,0.151,4.04,,,,2327.56,35.4998,0.493
PHB20141021,536,Port Hacking,151.22667,-34.11923,2014-10-22T09:30:00Z,2014,10,22,09:30:00,2014-10-21T22:30:00Z,8.0239,5856.1426,2167.7629,0.512463026165834,0.982935142713671,28,1.02097079682761,0.306394998779331,77906743.155665,269317.83,0.475907047376253,8843.28205521233,16,1.92116961699385,0.692915469785895,10,1.75052893246467,0.760245055781397,4,1.26667563355223,0.913713327470345,18.3871133333333,7.1252,35.4870266666667,47.652,62.541,16.878,0.56,0.222,1.254,1.67777777777778,,,,2328.875,35.4862,1.2865
PHB20160502,707,Port Hacking,151.22667,-34.11923,2016-05-03T09:14:00Z,2016,5,3,09:14:00,2016-05-02T23:14:00Z,3.88994,2171.299,1863.6393,0.710924717416112,0.986363701216096,34,0.901472942048575,0.255638337531214,2827140.61899761,114600,0.236472945891784,215.778685514153,6,1.39783195317866,0.780144867201897,6,1.39783195317866,0.780144867201897,,,,,,,,,,1.96,0.356,0.072,4.26666666666667,,,,2329.41333333333,35.578,0.8295
PHB20160615,715,Port Hacking,151.22667,-34.11923,2016-06-15T11:06:00Z,2016,6,15,11:06:00,2016-06-15T01:06:00Z,3.7591,1333.1914,1032.6045,0.684895929091664,0.977777875528956,28,1.18424694629021,0.355394437128332,12125639.0131926,156480,0.697810218978102,1608.53950039006,16,2.10713228019877,0.759987322784956,14,2.04684208384948,0.775595914829133,1,0,,,,,,,,1.46,0.293,0.602,3.12,,,,2333.05833333333,35.66175,0.462
PHB20161204,748,Port Hacking,151.22667,-34.11923,2016-12-05T09:45:00Z,2016,12,5,09:45:00,2016-12-04T22:45:00Z,16.92128,1319.0479,574.6524,0.538554390445424,0.994318063141415,26,1.3297833752454,0.408147321519493,27660789.831974,133660,0.765904176624559,5821.64414011169,13,2.01921002223867,0.787231925794056,8,1.57994881016305,0.759794771093549,4,1.04232009483591,0.751875015919338,21.7572066666667,1.47548,35.62862,12.907,15.885,36.733,1.83,0.411,0.199,4.35,,,,2329.00666666667,35.5132,0.324
PHB20170921,796,Port Hacking,151.22667,-34.11923,2017-09-22T08:48:00Z,2017,9,22,08:48:00,2017-09-21T22:48:00Z,16.79751,783.2951,350.0958,0.769924707373174,0.980000124423059,25,1.42145091730229,0.44159855634086,25796594.6811972,165800,0.927026631482888,3824.39647438556,14,1.96538976616186,0.744731743454922,12,1.9261923540813,0.77515682701627,2,0.693147180559945,1,17.03584,2.66702666666667,35.6082266666667,17.871,18.864,10.921,1.9,0.426,0.228,4.87,0.248,,,2333.48666666667,35.5661,1.0315
PHB20171024,797,Port Hacking,151.22667,-34.11923,2017-10-25T09:01:00Z,2017,10,25,09:01:00,2017-10-24T22:01:00Z,8.19718,1467.5729,217.4841,0.869222616413533,0.956520919481818,19,1.41400240678089,0.480228123858483,343136530.946035,1389864.11,0.961967921911935,5453.88849689914,18,2.03287044473496,0.703324905933429,12,1.78358459729275,0.717767243870073,6,1.32853403687296,0.741468963713827,18.2673066666667,12.2915266666667,35.5011933333333,20.849,34.747,11.914,2.15,0.446,0.244,4.52,0.141,,,2328.84333333333,35.4791,1.835
PHB20171211,822,Port Hacking,151.22667,-34.11923,2017-12-12T08:54:00Z,2017,12,12,08:54:00,2017-12-11T21:54:00Z,23.96916,11193.5302,1284.6225,0.64202871838359,0.971698042915289,25,1.61041353627655,0.500303094588152,292300748.601537,115000.02,0.470588153253734,84660.6141675398,10,1.38245809812071,0.600393923476287,7,1.25884383256745,0.646917758858798,1,0,,20.9641285714286,0.206042857142857,35.6161285714286,12.907,38.718,42.689,1.11,0.299,0.926,2.98,0.302,,,2331.40833333333,35.5344,0.18
PHB20190923,982,Port Hacking,151.22667,-34.11923,2019-09-24T09:36:00Z,2019,9,24,09:36:00,2019-09-23T23:36:00Z,15.64467,3979.5353,473.8658,0.604476876153544,0.976744239574514,22,1.63003220312091,0.527340606839592,,281521.61,0.740308766152056,494.29751396353,12,1.64761938969811,0.663050819168068,6,1.26160818347687,0.704116933742456,3,0.683800881483386,0.622422385528186,,,,,,,2.09,0.43,0.448,4.8,0.211,,,2324.14666666667,35.4069,0.7955
PHB20191028,998,Port Hacking,151.22667,-34.11923,2019-10-29T09:30:00Z,2019,10,29,09:30:00,2019-10-28T22:30:00Z,6.02588,1821.2034,717.8722,0.576575997092519,0.955357081990864,23,1.37433579061123,0.438315524113946,1195361426.0206,313382.49,0.980761300865207,197359.390260072,13,1.69569654902563,0.661103325136921,10,1.64749435009722,0.715497705214007,2,0.0622214688494992,0.0897666045459996,19.39522,0.996706666666667,35.68296,29.784,27.798,34.747,1.43,0.337,0.051,1.89,0.138,,,2332.44666666667,35.5736,0.2605
PHB20200922,1140,Port Hacking,151.22667,-34.11923,2020-09-23T09:19:00Z,2020,9,23,09:19:00,2020-09-22T23:19:00Z,9.45423,1930.8293,816.8892,0.547272648481581,0.981651461830521,17,0.998565567738904,0.352449832213938,21523879.3487384,114412.93,0.977729724294673,4706.3969296077,14,1.53383487169931,0.581205589771299,11,1.4741537271413,0.614769854156703,2,0.693147180559945,1,17.7850666666667,3.81753333333333,35.4055733333333,13.9,13.9,10.921,3.01,0.584,0.165,7.24,0.202,,,,,1.337
PHB20100413,303,Port Hacking,151.22667,-34.11923,2010-04-14T09:18:00Z,2010,4,14,09:18:00,2010-04-13T23:18:00Z,51.4322,2440.0588,1732.7953,0.74035911705028,0.953352906443644,44,2.07988848972102,0.549625862054762,,,,,,,,,,,,,,21.0377785714286,1.74728571428571,35.3578285714286,28.791,24.82,30.777,1.41,0.276,0.074,2.51,,,,2320.925,35.4168,
PHB20170517,772,Port Hacking,151.22667,-34.11923,2017-05-18T09:45:00Z,2017,5,18,09:45:00,2017-05-17T23:45:00Z,5.27265,1570.1246,1195.275,0.790696788174993,0.917647082307007,27,1.68069770837577,0.509945660755152,1721311.64175986,57125,0.00540540540540541,265.134384934354,3,0.950270539233235,0.864973520717927,1,0,,2,0.562335144618808,0.811278124459133,,,,,,,1.18,0.192,0.082,1.66,0.163,,,2341.17333333333,35.7533,0.349
PHB20180626,845,Port Hacking,151.22667,-34.11923,2018-06-27T09:41:00Z,2018,6,27,09:41:00,2018-06-26T23:41:00Z,,0,,,,,,,7948344.36769575,305213.34,0.883623363126169,343.654137369184,9,1.11485884096484,0.507394124598963,7,0.990435670926101,0.508983249512795,1,0,,,,,,,,1.11,0.241,0.182,2.43,0.271,,,2335.21833333333,35.6503,0.5345
PHB20090518,80,Port Hacking,151.22667,-34.11923,2009-05-19T09:25:00Z,2009,5,19,09:25:00,2009-05-18T23:25:00Z,44.25701,794.1566,715.3472,0.790634574343822,0.925659273211629,38,1.42330837401006,0.391278257479713,80613251.1316448,283648,0.813233599593774,8518.33053520561,17,2.18030930365577,0.769553520644616,16,2.17781877905399,0.785482088124011,1,0,,21.1589642857143,2.02735714285714,35.2500642857143,29.784,27.798,41.696,1.4,0.263,0.124,2.54,,,,2318.81666666667,35.3547,
