NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Abylopsis eschscholtzii,Abylopsis tetragona,Aglaura hemistoma,Aidanosagitta neglecta,Aidanosagitta regularis,Bassia bassensis,Bougainvillia vervoorti,Brooksia rostrata,Calanus Australis,Chelophyes appendiculata,Chelophyes contorta,Climacocylis scalaria,Codonella amphorella,Codonella galea,Codonellopsis morchella,Codonellopsis obesa,Codonellopsis orthoceras,Codonellopsis ostenfeldi,Cyttarocylis ampulla,Dadayiella ganymedes,Diacavolinia longirostris,Diphyes chamissonis,Doliolum denticulatum,Doliolum nationalis,Euconchoecia aculeata,Eudoxoides mitra,Eudoxoides spiralis,Evadne nordmanni,Evadne spinifera,Flaccisagitta enflata,Fritillaria borealis,Fritillaria formica,Fritillaria haplostoma,Fritillaria pellucida,Gazelletta hexanema,Hydromyles globulosus,Ihlea magalhanica,Krohnitta subtilis,Lensia conoidea,Lensia multicristata,Lensia subtilis,Lensia subtiloides,Leprotintinnus nordqvisti,Lipmanella dictyoceras,Liriope tetraphylla,Mesosagitta minima,Nanomia bijuga,Nyctiphanes australis,Oikopleura (Coecaria) longicauda,Pegea confoederata,Pelagobia longicirrata,Penilia avirostris,Pleopis polyphemoides,Podon intermedius,Primno macropa,Pseudevadne tergestina,Pterosagitta draco,Rhabdonella amor,Rhabdonella apophysata,Rhabdonella spiralis,Rhabdosoma whitei,Salpa fusiformis,Salpingella acuminata,Serratosagitta pacifica,Serratosagitta serratodentata,Serratosagitta tasmanica,Solmundella bitentaculata,Tectillaria fertilis,Thalia democratica,Themisto gaudichaudii,Thysanoessa gregaria,Tintinnopsis lobiancoi,Tintinnopsis mortensenii,Tintinnopsis radix,Xystonella treforti,Xystonellopsis heros,Xystonellopsis pulchra,Zonosagitta pulchra,Zoothamnium pelagicum
NRSDAR20200204_0330,Darwin,-12.4,130.76805,2020-02-04 13:00:00,2020,2,4,13:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20200204_0030,Darwin,-12.4,130.76805,2020-02-04 10:00:00,2020,2,4,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20200203_2130,Darwin,-12.4,130.76805,2020-02-04 07:00:00,2020,2,4,07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.4527,0,0,0,0,0
NRSROT20200128,Rottnest Island,-32,115.41667,2020-01-28 09:39:00,2020,1,28,09:39:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.7451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20200122,North Stradbroke,-27.345,153.562,2020-01-22 10:35:00,2020,1,22,10:35:00,0,0,6.4297,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,25.7187,0,0,0,0,0,0,0,0,0,57.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0
NRSYON20200116,Yongala,-19.30847,147.61842,2020-01-16 10:05:00,2020,1,16,10:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20200106,Maria Island,-42.59667,148.23333,2020-01-07 09:45:00,2020,1,7,09:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20191220,North Stradbroke,-27.345,153.562,2019-12-20 10:20:00,2019,12,20,10:20:00,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20191218,Rottnest Island,-32,115.41667,2019-12-18 09:15:00,2019,12,18,09:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.0563,0,0,0,0,31.4339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.5279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20191216,Port Hacking,-34.11923,151.22667,2019-12-17 09:02:00,2019,12,17,09:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,109.6259,0,0,0,3.5363,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.0507,3.5363,3.5363,0,10.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0
NRSMAI20191210,Maria Island,-42.59667,148.23333,2019-12-11 09:30:00,2019,12,11,09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4358,0,0,0,0,0,136.7376,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7151,0,0,0,0,0,75.4415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20191202,Yongala,-19.30847,147.61842,2019-12-03 09:45:00,2019,12,3,09:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6816,0,0,0,35.3632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSKAI20191127,Kangaroo Island,-35.83217,136.44733,2019-11-27 14:25:00,2019,11,27,14:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4145,0,0,0,0,4.2436,0,0,0,0,0,0,0,0,0,0,0,1.4145,0,0,0,0,0,4.2436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20191126,Rottnest Island,-32,115.41667,2019-11-26 09:30:00,2019,11,26,09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0
NRSMAI20191121,Maria Island,-42.59667,148.23333,2019-11-22 09:23:00,2019,11,22,09:23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7151,0,0,0,0,0,0,0,0,0,0
NRSPHB20191118,Port Hacking,-34.11923,151.22667,2019-11-19 09:15:00,2019,11,19,09:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,45.9721,0,0,0,0,10.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6816,0,10.609,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0
NRSYON20191107,Yongala,-19.30847,147.61842,2019-11-07 10:10:00,2019,11,7,10:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20191105,Darwin,-12.4,130.76805,2019-11-06 07:38:00,2019,11,6,07:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20191028,Port Hacking,-34.11923,151.22667,2019-10-29 09:30:00,2019,10,29,09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3632,0,0,0,3.5363,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20191024,North Stradbroke,-27.345,153.562,2019-10-24 10:20:00,2019,10,24,10:20:00,0,0,6.4297,0,0,0,0,0,0,0,0,45.0077,0,0,0,0,12.8593,0,12.8593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,19.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0
NRSMAI20191015,Maria Island,-42.59667,148.23333,2019-10-16 09:40:00,2019,10,16,09:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.0169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20191011,Rottnest Island,-32,115.41667,2019-10-11 10:07:00,2019,10,11,10:07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5224,0,0,0,0,8.8408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2501.945,8.8408,0,0,8.8408,0,0,0,0,0,0,0,0,0,0,0,0,70.7264,0,0,0,0,0,0,0,0,0,0
NRSYON20191009,Yongala,-19.30847,147.61842,2019-10-09 10:00:00,2019,10,9,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6816,0,0,0,0,0,0,0,0,0,0,0,0,35.3632,0,0,0,0,0,0,0,0,0,0
NRSMAI20190925,Maria Island,-42.59667,148.23333,2019-09-25 10:03:00,2019,9,25,10:03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20190923,Port Hacking,-34.11923,151.22667,2019-09-24 09:36:00,2019,9,24,09:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3575,0,0,0,0,0,0,0,0,0,25.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2906,4.7151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20190917,Yongala,-19.30847,147.61842,2019-09-17 10:10:00,2019,9,17,10:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20190916,North Stradbroke,-27.345,153.562,2019-09-16 10:20:00,2019,9,16,10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7187,0,0,0,0,0,0,0,0,0,19.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSKAI20190909,Kangaroo Island,-35.83217,136.44733,2019-09-10 07:50:00,2019,9,10,07:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,21.2179,53.0448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20190828,Maria Island,-42.59667,148.23333,2019-08-29 09:20:00,2019,8,29,09:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.823,0,0,0,0,0,0.2549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20190827,Port Hacking,-34.11923,151.22667,2019-08-28 09:59:00,2019,8,28,09:59:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.6149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7543,0,10.6089,0,10.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20190826,Yongala,-19.30847,147.61842,2019-08-26 10:40:00,2019,8,26,10:40:00,0,0,7.0726,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0
NRSNSI20190821,North Stradbroke,-27.345,153.562,2019-08-21 10:40:00,2019,8,21,10:40:00,0,0,0,0,0,2.5719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2875,41.1499,0,0,0,0,0,0,0,0,0,7.7156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20190819,Rottnest Island,-32,115.41667,2019-08-19 08:31:00,2019,8,19,08:31:00,0,0,7.6876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.2565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20190808,Yongala,-19.30847,147.61842,2019-08-08 10:04:00,2019,8,8,10:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6816,0,0,0,0,0,0,0,0,0,0
NRSMAI20190731,Maria Island,-42.59667,148.23333,2019-07-31 10:20:00,2019,7,31,10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.7521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943,0,0,0,2.8291,0,0,0,0,0,0,0,0,0,0,0,0,0,1.886,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20190729,Port Hacking,-34.11923,151.22667,2019-07-29 10:03:00,2019,7,29,10:03:00,0,0,3.5363,0,0,0,0,0,0,0,0,10.609,0,0,0,0,0,0,0,0,0,0,0,21.2179,0,0,0,0,0,3.5363,0,0,7.0726,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,28.2905,0,0,0,3.5363,3.5363,0,0,3.5363,0,0,0,0,0,0,0,28.2905,0,0,0,0,0,0,3.5363,0,0,0,0
NRSDAR20190723_0630,Darwin,-12.4,130.76805,2019-07-23 16:00:00,2019,7,23,16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2594,0,0,0,0,0
NRSDAR20190723_0330,Darwin,-12.4,130.76805,2019-07-23 13:00:00,2019,7,23,13:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20190723,North Stradbroke,-27.345,153.562,2019-07-23 10:20:00,2019,7,23,10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20190723_0030,Darwin,-12.4,130.76805,2019-07-23 10:00:00,2019,7,23,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20190722_2130,Darwin,-12.4,130.76805,2019-07-23 07:00:00,2019,7,23,07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20190711,Rottnest Island,-32,115.41667,2019-07-11 09:26:00,2019,7,11,09:26:00,0,0,15.3753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20190703,Yongala,-19.30847,147.61842,2019-07-03 10:50:00,2019,7,3,10:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20190626,Port Hacking,-34.11923,151.22667,2019-06-27 09:38:00,2019,6,27,09:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20190624,Maria Island,-42.59667,148.23333,2019-06-24 10:10:00,2019,6,24,10:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20190621,Rottnest Island,-32,115.41667,2019-06-21 09:15:00,2019,6,21,09:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1434,0,0,0,0
NRSNSI20190618,North Stradbroke,-27.345,153.562,2019-06-18 10:00:00,2019,6,18,10:00:00,0,0,3.2148,0,0,0,0,0,0,0,0,3.2148,0,0,0,0,0,0,16.0742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0742,3.2148,0,0,0
NRSDAR20190529,Darwin,-12.4,130.76805,2019-05-30 08:39:00,2019,5,30,08:39:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20190528,Yongala,-19.30847,147.61842,2019-05-28 10:25:00,2019,5,28,10:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20190527,North Stradbroke,-27.345,153.562,2019-05-27 10:15:00,2019,5,27,10:15:00,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7187,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20190527,Rottnest Island,-32,115.41667,2019-05-27 09:28:00,2019,5,27,09:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.8679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770.1315,15.717,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20190522,Port Hacking,-34.11923,151.22667,2019-05-23 08:50:00,2019,5,23,08:50:00,0,0,7.1441,0,0,3.572,0,0,0,0,0,0,0,0,0,0,0,0,7.1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.7332,0,17.8602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSKAI20190514,Kangaroo Island,-35.83217,136.44733,2019-05-14 15:35:00,2019,5,14,15:35:00,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20190507,Yongala,-19.30847,147.61842,2019-05-07 11:30:00,2019,5,7,11:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20190507,Rottnest Island,-32,115.41667,2019-05-07 09:40:00,2019,5,7,09:40:00,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1901.7533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20190430,Maria Island,-42.59667,148.23333,2019-05-01 09:47:00,2019,5,1,09:47:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7151,0,0,0,193.3187,0,0,0,0,0,4.7151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645.9675,0,66.0113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20190416,North Stradbroke,-27.345,153.562,2019-04-16 10:10:00,2019,4,16,10:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0
NRSPHB20190408,Port Hacking,-34.11923,151.22667,2019-04-09 08:50:00,2019,4,9,08:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.4527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,905.2974,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20190322,North Stradbroke,-27.345,153.562,2019-03-22 10:50:00,2019,3,22,10:50:00,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,19.289,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
