SAMPLE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,COUNTS,SAMPVOL_L
3-17,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,8,1
4-49,Cylindrical diatom,Centric diatom,(null),(null),1,1.0618
3-33,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,1,1
3-33,Fungal hyphae,Other,(null),(null),1,1
3-33,Silicoflagellate 6 points,Silicoflagellate,Dictyocha,spp.,1,1
3-33,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,7,1
4-49,Silicoflagellate 4 points,Silicoflagellate,Dictyocha,spp.,1,1.0618
4-49,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,18,1.0618
7-37,Fungal hyphae,Other,(null),(null),20,1.0655
8-17,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,1,1
8-17,Aspergillus sydowii,Other,Aspergillus,sydowii,2,1
8-17,Codonellopsis pusilla,Ciliate,Codonellopsis,pusilla,1,1
8-17,Nematocysts,Other,(null),(null),4,1
8-17,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,1,1
7-37,Aspergillus sydowii,Other,Aspergillus,sydowii,20,1.0655
8-17,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,1,1
8-65,Silicoflagellate 4 points,Silicoflagellate,Dictyocha,spp.,1,1
8-65,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,2,1
7-37,Spikey balls,Other,(null),(null),1,1.0655
7-57,Fungal hyphae,Other,(null),(null),20,1.0655
7-57,Guinardia spp.,Centric diatom,Guinardia,spp.,1,1.0655
7-57,Aspergillus sydowii,Other,Aspergillus,sydowii,9,1.0655
7-65,Fungal hyphae,Other,(null),(null),7,1.0655
7-65,Aspergillus sydowii,Other,Aspergillus,sydowii,6,1.0655
7-65,Spikey balls,Other,(null),(null),4,1.0655
7-73,Fungal hyphae,Other,(null),(null),17,1.0655
7-73,Aspergillus sydowii,Other,Aspergillus,sydowii,16,1.0655
7-73,Spikey balls,Other,(null),(null),1,1.0655
7-73,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,1,1.0655
19-13,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,1,1
19-13,Nematocysts,Other,(null),(null),1,1
19-13,Sagenoarium spp.,Radiozoa,Sagenoarium,spp.,1,1
19-13,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,1,1
19-17,Sagenoarium spp.,Radiozoa,Sagenoarium,spp.,2,1
19-25,Tripos horridus,Dinoflagellate,Tripos (Tripoceratium),horridus,1,1
19-25,Fungal hyphae,Other,(null),(null),1,1
19-25,Sagenoarium spp.,Radiozoa,Sagenoarium,spp.,2,1
18-9,Amphisolenia spp.,Dinoflagellate,Amphisolenia,spp.,1,1
18-9,Asterionellopsis glacialis,Pennate diatom,Asterionellopsis,glacialis,1,1
18-9,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,5,1
18-9,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,1,1
18-9,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,1,1
4-17,Fish scales,Other,(null),(null),0,1.0618
4-25,Fish scales,Other,(null),(null),0,1.0618
4-37,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1.0618
4-37,Codonellopsis orthoceras,Ciliate,Codonellopsis,orthoceras,0,1.0618
4-37,Cyttarocylis spp.,Ciliate,Cyttarocylis,spp.,0,1.0618
14-49,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,0,1
15-37,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
15-41,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
15-41,Tripos macroceros,Dinoflagellate,Tripos (Tripoceratium),macroceros,0,1
15-61,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
15-61,Tripos macroceros,Dinoflagellate,Tripos (Tripoceratium),macroceros,0,1
18-5,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,0,1
19-33,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
19-33,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,0,1
19-41,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
12-45,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
12-49,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
12-5,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,1,1
12-5,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,1,1
12-5,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,1,1
12-5,Dinoflagellate cyst,Dinoflagellate,(null),(null),1,1
12-5,Xystonella spp.,Ciliate,Xystonella,spp.,1,1
12-9,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,0,1
13-13,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,2,1
13-25,Nematocysts,Other,(null),(null),1,1
13-49,Tripos spp.,Dinoflagellate,Tripos,spp.,3,1
13-49,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,1,1
13-49,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,13,1
13-57,Tripos spp.,Dinoflagellate,Tripos,spp.,1,1
13-57,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,5,1
13-77,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,2,1
13-77,Tripos spp.,Dinoflagellate,Tripos,spp.,8,1
13-77,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,3,1
13-77,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,3,1
13-25,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,0,1
43-29,Amphisolenia spp.,Dinoflagellate,Amphisolenia,spp.,1,1.1
9-13,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,4,1
9-13,Tripos macroceros,Dinoflagellate,Tripos (Tripoceratium),macroceros,4,1
9-13,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,1,1
9-13,Tripos spp.,Dinoflagellate,Tripos,spp.,1,1
9-13,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,8,1
9-13,Codonellopsis spp.,Ciliate,Codonellopsis,spp.,1,1
9-13,Egg,Other,(null),(null),1,1
9-17,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,10,1
9-17,Codonellopsis spp.,Ciliate,Codonellopsis,spp.,1,1
9-13,Gold balls,Other,(null),(null),1,1
9-13,Gonyaulax polygramma,Dinoflagellate,Gonyaulax,polygramma,1,1
9-13,Proboscia spp.,Centric diatom,Proboscia,spp.,1,1
9-13,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,1,1
9-13,Ciliate (Inc. tintinnid),Ciliate,(null),(null),1,1
43-29,Tripos spp.,Dinoflagellate,Tripos,spp.,2,1.1
43-29,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3,1.1
43-29,Chaetoceros lorenzianus,Centric diatom,Chaetoceros (Hyalochaete),lorenzianus,1,1.1
43-29,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,2,1.1
43-29,Fungal hyphae,Other,(null),(null),1,1.1
43-29,Guinardia spp.,Centric diatom,Guinardia,spp.,2,1.1
43-29,Proboscia spp.,Centric diatom,Proboscia,spp.,1,1.1
43-29,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,1,1.1
43-25,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,1,1.1
43-25,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,1,1.1
9-5,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,4,1
9-5,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,2,1
9-5,Tripos kofoidii,Dinoflagellate,Tripos (Ceratium),kofoidii,1,1
9-5,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,1,1
9-5,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,1,1
9-5,Foraminifera,Foraminifera,(null),(null),2,1
9-5,Navicula - shaped,Pennate diatom,(null),(null),1,1
9-5,Radiolarian,Radiozoa,(null),(null),1,1
9-5,Silicoflagellate 4 points,Silicoflagellate,Dictyocha,spp.,2,1
9-5,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,9,1
9-5,Ciliate (Inc. tintinnid),Ciliate,(null),(null),2,1
43-1,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,1,1.1
43-1,Undella spp.,Ciliate,Undella,spp.,1,1.1
43-29,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,5,1.1
43-25,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,4,1.1
43-25,Chaetoceros lorenzianus,Centric diatom,Chaetoceros (Hyalochaete),lorenzianus,0,1.1
43-25,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,2,1.1
43-25,Guinardia spp.,Centric diatom,Guinardia,spp.,2,1.1
43-25,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,2,1.1
43-25,Proboscia spp.,Centric diatom,Proboscia,spp.,1,1.1
43-25,Radiolarian,Radiozoa,(null),(null),1,1.1
43-25,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3,1.1
43-25,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,9,1.1
43-65,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,2,1.1
43-65,Guinardia spp.,Centric diatom,Guinardia,spp.,2,1.1
43-65,Lauderia spp.,Centric diatom,Lauderia,spp.,1,1.1
43-65,Nematocysts,Other,(null),(null),1,1.1
43-65,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,2,1.1
43-65,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,2,1.1
43-65,Silicoflagellate 4 points,Silicoflagellate,Dictyocha,spp.,3,1.1
43-65,Silicoflagellate 6 points,Silicoflagellate,Dictyocha,spp.,1,1.1
43-65,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,4,1.1
43-37,Tripos spp.,Dinoflagellate,Tripos,spp.,1,1.1
43-37,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,1,1.1
43-37,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,4,1.1
43-37,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,2,1.1
43-37,Guinardia spp.,Centric diatom,Guinardia,spp.,1,1.1
43-37,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,2,1.1
43-37,Radiolarian,Radiozoa,(null),(null),1,1.1
43-37,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,1,1.1
43-37,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,11,1.1
43-65,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,1,1.1
43-53,Radiolarian,Radiozoa,(null),(null),0,1.1
43-53,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1.1
43-53,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,0,1.1
43-49,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,0,1.1
43-41,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1.1
43-41,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,0,1.1
43-41,Foraminifera,Foraminifera,(null),(null),0,1.1
43-37,Foraminifera,Foraminifera,(null),(null),0,1.1
43-29,Foraminifera,Foraminifera,(null),(null),0,1.1
43-29,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,0,1.1
43-29,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1.1
43-29,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,0,1.1
43-25,Foraminifera,Foraminifera,(null),(null),0,1.1
43-21,Foraminifera,Foraminifera,(null),(null),0,1.1
43-21,Radiolarian,Radiozoa,(null),(null),0,1.1
43-21,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,0,1.1
43-21,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1.1
43-21,Tripos macroceros,Dinoflagellate,Tripos (Tripoceratium),macroceros,0,1.1
43-17,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,0,1.1
43-5,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1.1
43-5,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,0,1.1
43-5,Bellerochea horologicalis,Centric diatom,Bellerochea,horologicalis,0,1.1
43-1,Tripos hexacanthus,Dinoflagellate,Tripos (Tripoceratium),hexacanthus,0,1.1
43-1,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,0,1.1
43-1,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1.1
45-25,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,1,1
45-29,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,13,1
45-21,Nematocysts,Other,(null),(null),1,1
45-21,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,3,1
45-37,Silicoflagellate 4 points,Silicoflagellate,Dictyocha,spp.,4,1
45-37,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,3,1
45-41,Nematocysts,Other,(null),(null),9,1
45-41,Silicoflagellate 4 points,Silicoflagellate,Dictyocha,spp.,1,1
45-45,Nematocysts,Other,(null),(null),12,1
45-45,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,1,1
45-61,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,1,1
45-61,Nematocysts,Other,(null),(null),1,1
45-61,Octactis octonaria,Silicoflagellate,Octactis,octonaria,1,1
45-61,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,1,1
45-65,Nematocysts,Other,(null),(null),1,1
45-65,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,1,1
45-9,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,6,1
45-13,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,8,1
45-5,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,1,1
45-5,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,8,1
45-1,Codonellopsis spp.,Ciliate,Codonellopsis,spp.,0,1
45-13,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
45-13,Tripos macroceros,Dinoflagellate,Tripos (Tripoceratium),macroceros,0,1
45-17,Codonellopsis spp.,Ciliate,Codonellopsis,spp.,0,1
45-25,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,0,1
45-29,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
45-29,Codonellopsis spp.,Ciliate,Codonellopsis,spp.,0,1
45-37,Codonellopsis orthoceras,Ciliate,Codonellopsis,orthoceras,0,1
45-41,Codonellopsis orthoceras,Ciliate,Codonellopsis,orthoceras,0,1
45-49,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
45-61,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,0,1
60-1,Ciliate (Inc. tintinnid),Ciliate,(null),(null),1,1
60-9,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,1,1
60-9,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,1,1
60-9,Ciliate (Inc. tintinnid),Ciliate,(null),(null),1,1
60-9,Radiolarian,Radiozoa,(null),(null),1,1
60-9,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,1,1
60-9,Silicoflagellate 4 points,Silicoflagellate,Dictyocha,spp.,1,1
60-9,Silicoflagellate 6 points,Silicoflagellate,Dictyocha,spp.,1,1
60-5,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,1,1
60-5,Tripos kofoidii,Dinoflagellate,Tripos (Ceratium),kofoidii,1,1
60-5,Tripos spp.,Dinoflagellate,Tripos,spp.,1,1
60-5,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,1,1
60-5,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,2,1
60-5,Guinardia spp.,Centric diatom,Guinardia,spp.,1,1
60-5,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,1,1
60-13,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,1,1
60-5,Thalassionema spp.,Pennate diatom,Thalassionema,spp.,1,1
60-5,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,1,1
60-1,Tripos hexacanthus,Dinoflagellate,Tripos (Tripoceratium),hexacanthus,0,1
60-1,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,0,1
60-21,Alexandrium spp.,Dinoflagellate,Alexandrium,spp.,1,1
60-17,Acantharia,Radiozoa,(null),(null),1,1
60-17,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3,1
60-17,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,1,1
60-13,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,2,1
60-13,Filamentous algae (non branching),Cyanobacteria,(null),(null),1,1
60-13,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,1,1
60-13,Radiolarian,Radiozoa,(null),(null),1,1
60-17,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),1,1
60-5,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,0,1
60-21,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,1,1
60-5,Tripos macroceros,Dinoflagellate,Tripos (Tripoceratium),macroceros,0,1
60-5,Foraminifera,Foraminifera,(null),(null),0,1
60-5,Paint,Other,(null),(null),0,1
60-5,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,0,1
60-5,Ciliate (Inc. tintinnid),Ciliate,(null),(null),0,1
61-1,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3,1
61-1,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,2,1
61-1,Spicule,Other,(null),(null),1,1
60-9,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,0,1
60-9,Cyttarocylis spp.,Ciliate,Cyttarocylis,spp.,0,1
60-9,Foraminifera,Foraminifera,(null),(null),0,1
60-9,Epiplocylis spp.,Ciliate,Epiplocylis,spp.,0,1
60-9,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,0,1
69-1,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,1,1
69-5,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,1,1
69-5,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,2,1
69-5,Thalassionema spp.,Pennate diatom,Thalassionema,spp.,1,1
69-5,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,1,1
69-9,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,1,1
69-9,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,1,1
69-13,Fungal spores,Other,(null),(null),5,1
69-25,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,1,1
69-49,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,1,1
69-53,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,10,1
69-57,Nematocysts,Other,(null),(null),1,1
69-77,Nematocysts,Other,(null),(null),2,1
69-85,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,1,1
69-85,Tripos spp.,Dinoflagellate,Tripos,spp.,2,1
69-85,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,1,1
69-13,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,0,1
69-9,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
3-5,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,1,1
19-37,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,0,1
19-37,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
19-81,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
12-29,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,1,1
12-57,Tripos spp.,Dinoflagellate,Tripos,spp.,1,1
12-57,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,1,1
12-65,Tripos spp.,Dinoflagellate,Tripos,spp.,1,1
12-65,Nematocysts,Other,(null),(null),1,1
13-17,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,2,1
3-5,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,1,1
3-5,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,1,1
3-5,Tripos hexacanthus,Dinoflagellate,Tripos (Tripoceratium),hexacanthus,1,1
3-5,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,1,1
13-37,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,4,1
12-5,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,0,1
13-37,Tripos spp.,Dinoflagellate,Tripos,spp.,4,1
18-29,Tripos macroceros,Dinoflagellate,Tripos (Tripoceratium),macroceros,1,1
18-29,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,3,1
18-29,Ditylum spp.,Centric diatom,Ditylum,spp.,1,1
3-1,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,1,1
3-1,Guinardia spp.,Centric diatom,Guinardia,spp.,2,1
3-1,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,3,1
18-29,Navicula - shaped,Pennate diatom,(null),(null),3,1
14-21,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,1,1
14-25,Thalassionema spp.,Pennate diatom,Thalassionema,spp.,2,1
14-57,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,1,1
14-65,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,1,1
14-73,Tripos spp.,Dinoflagellate,Tripos,spp.,1,1
14-73,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,1,1
18-29,Nematocysts,Other,(null),(null),1,1
18-29,Paralia sulcata,Centric diatom,Paralia,sulcata,4,1
14-73,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,2,1
18-29,Proboscia spp.,Centric diatom,Proboscia,spp.,1,1
18-29,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,1,1
18-53,Tripos spp.,Dinoflagellate,Tripos,spp.,1,1
18-53,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,1,1
18-53,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,1,1
18-53,Leptocylindrus spp.,Centric diatom,Leptocylindrus,spp.,2,1
18-53,Paralia sulcata,Centric diatom,Paralia,sulcata,1,1
14-21,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,1,1
14-73,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,3,1
14-73,Nematocysts,Other,(null),(null),1,1
4-57,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,5,1.0618
4-57,Cyttarocylis spp.,Ciliate,Cyttarocylis,spp.,1,1.0618
4-57,Ditylum spp.,Centric diatom,Ditylum,spp.,1,1.0618
4-57,Guinardia spp.,Centric diatom,Guinardia,spp.,3,1.0618
4-57,Lauderia spp.,Centric diatom,Lauderia,spp.,1,1.0618
4-57,Silicoflagellate 4 points,Silicoflagellate,Dictyocha,spp.,1,1.0618
4-57,Silicoflagellate 6 points,Silicoflagellate,Dictyocha,spp.,1,1.0618
7-13,Xystonella spp.,Ciliate,Xystonella,spp.,0,1.0655
14-1,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,0,1
14-1,Foraminifera,Foraminifera,(null),(null),0,1
14-25,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,0,1
8-77,Tripos spp.,Dinoflagellate,Tripos,spp.,1,1
14-25,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,0,1
19-65,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,0,1
4-57,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,17,1.0618
14-81,Pollen,Other,(null),(null),0,1
15-25,Nematocysts,Other,(null),(null),0,1
15-25,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
19-41,Tripos biceps,Dinoflagellate,Tripos (Amphiceratium),biceps,1,1
19-41,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,1,1
19-41,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,1,1
19-41,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,1,1
19-41,Tripos kofoidii,Dinoflagellate,Tripos (Ceratium),kofoidii,1,1
19-41,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,3,1
19-41,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,2,1
19-41,Radiolarian,Radiozoa,(null),(null),1,1
19-41,Sagenoarium spp.,Radiozoa,Sagenoarium,spp.,1,1
19-41,Silicoflagellate 6 points,Silicoflagellate,Dictyocha,spp.,1,1
15-25,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,0,1
15-29,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
15-29,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,0,1
15-29,Tripos massiliensis,Dinoflagellate,Tripos (Tripoceratium),massiliensis,0,1
15-57,Tripos macroceros,Dinoflagellate,Tripos (Tripoceratium),macroceros,0,1
15-57,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
15-57,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,0,1
15-65,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
15-65,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,0,1
3-61,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
3-61,Codonellopsis orthoceras,Ciliate,Codonellopsis,orthoceras,0,1
3-73,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
3-73,Cyttarocylis spp.,Ciliate,Cyttarocylis,spp.,0,1
3-73,Codonellopsis orthoceras,Ciliate,Codonellopsis,orthoceras,0,1
