SAMPLE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,TAXON_PER_M3
702,Calanoid j,COPEPOD,Copepod,(null),(null),581.5278
667,Calanoid j,COPEPOD,Copepod,(null),(null),212.1791
742,Calanoid j,COPEPOD,Copepod,(null),(null),307.6597
758,Calanoid j,COPEPOD,Copepod,(null),(null),2036.9192
737,Calanoid j,COPEPOD,Copepod,(null),(null),61.2962
766,Calanoid j,COPEPOD,Copepod,(null),(null),347.2021
774,Calanoid j,COPEPOD,Copepod,(null),(null),330.0563
736,Calanoid j,COPEPOD,Copepod,(null),(null),155.598
780,Calanoid j,COPEPOD,Copepod,(null),(null),2772.4733
775,Calanoid j,COPEPOD,Copepod,(null),(null),3724.9216
792,Calanoid j,COPEPOD,Copepod,(null),(null),438.5034
794,Calanoid j,COPEPOD,Copepod,(null),(null),92.7301
813,Calanoid j,COPEPOD,Copepod,(null),(null),649.3966
815,Calanoid j,COPEPOD,Copepod,(null),(null),286.1203
817,Calanoid j,COPEPOD,Copepod,(null),(null),193.3187
836,Calanoid j,COPEPOD,Copepod,(null),(null),342.5808
803,Calanoid j,COPEPOD,Copepod,(null),(null),6.6011
807,Calanoid j,COPEPOD,Copepod,(null),(null),332.4139
819,Calanoid j,COPEPOD,Copepod,(null),(null),381.9223
835,Calanoid j,COPEPOD,Copepod,(null),(null),749.6994
841,Calanoid j,COPEPOD,Copepod,(null),(null),63.6537
867,Calanoid j,COPEPOD,Copepod,(null),(null),174.7357
850,Calanoid j,COPEPOD,Copepod,(null),(null),41.0213
858,Calanoid j,COPEPOD,Copepod,(null),(null),512.7661
859,Calanoid j,COPEPOD,Copepod,(null),(null),254.6149
861,Calanoid j,COPEPOD,Copepod,(null),(null),777.99
879,Calanoid j,COPEPOD,Copepod,(null),(null),558.7382
876,Calanoid j,COPEPOD,Copepod,(null),(null),1728.8666
972,Calanoid j,COPEPOD,Copepod,(null),(null),132.0225
902,Calanoid j,COPEPOD,Copepod,(null),(null),408.284
983,Calanoid j,COPEPOD,Copepod,(null),(null),438.5034
893,Calanoid j,COPEPOD,Copepod,(null),(null),1362.5225
889,Calanoid j,COPEPOD,Copepod,(null),(null),487.226
1082,Calanoid j,COPEPOD,Copepod,(null),(null),353.6318
1085,Calanoid j,COPEPOD,Copepod,(null),(null),511.406
1088,Calanoid j,COPEPOD,Copepod,(null),(null),2298.6067
1010,Calanoid j,COPEPOD,Copepod,(null),(null),32.5341
1001,Calanoid j,COPEPOD,Copepod,(null),(null),207.464
1015,Calanoid j,COPEPOD,Copepod,(null),(null),644.3957
994,Calanoid j,COPEPOD,Copepod,(null),(null),512.7661
1064,Calanoid j,COPEPOD,Copepod,(null),(null),132.0225
167,Nauplii copepod,COPEPOD,Copepod,(null),(null),408.284
185,Nauplii copepod,COPEPOD,Copepod,(null),(null),1.263
188,Nauplii copepod,COPEPOD,Copepod,(null),(null),11.7877
76,Nauplii copepod,COPEPOD,Copepod,(null),(null),22.9861
199,Nauplii copepod,COPEPOD,Copepod,(null),(null),26.5224
307,Nauplii copepod,COPEPOD,Copepod,(null),(null),285.6257
396,Nauplii copepod,COPEPOD,Copepod,(null),(null),3.6741
390,Nauplii copepod,COPEPOD,Copepod,(null),(null),39.2924
74,Nauplii copepod,COPEPOD,Copepod,(null),(null),62.8679
715,Nauplii copepod,COPEPOD,Copepod,(null),(null),194.4975
642,Nauplii copepod,COPEPOD,Copepod,(null),(null),17.6816
653,Nauplii copepod,COPEPOD,Copepod,(null),(null),487.226
755,Nauplii copepod,COPEPOD,Copepod,(null),(null),1.5717
843,Nauplii copepod,COPEPOD,Copepod,(null),(null),57.867
909,Nauplii copepod,COPEPOD,Copepod,(null),(null),155.598
981,Nauplii copepod,COPEPOD,Copepod,(null),(null),106.0895
169,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,8.2514
102,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,12.3771
11,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,21.2179
289,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,61.0819
291,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,24.1113
292,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,15.0026
163,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,7.8585
427,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,1.943
406,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,13.6012
456,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,1.837
34,Farranula spp. f,COPEPOD,Copepod,Farranula,spp.,1.7682
57,Farranula spp. f,COPEPOD,Copepod,Farranula,spp.,15.717
39,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,3.5363
54,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,3.9292
101,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,22.0446
198,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,3.5363
29,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,0.2947
201,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,4.2436
202,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,1.4145
116,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,16.0742
92,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,7.0726
8,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,0.4715
388,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,6.2868
387,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,11.7877
61,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,7.0726
409,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,0.3215
488,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,1.7682
493,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,1.4145
524,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,3.8861
538,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,19.289
653,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,7.8585
667,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,1.7682
739,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,3.5363
754,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,4.7151
778,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,15.717
773,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,42.4358
777,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,15.717
785,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,12.8593
786,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,7.8585
827,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,21.2179
826,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,7.0726
819,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,9.4302
798,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,31.4339
869,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,6.4297
887,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,16.9743
910,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,7.0726
886,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,3.8438
1004,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,6.4297
1066,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,5.6581
1046,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,15.4312
1063,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,42.4358
1077,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,8.8408
138,Corycaeidae j,COPEPOD,Copepod,(null),(null),31.4339
303,Corycaeidae j,COPEPOD,Copepod,(null),(null),7.0726
84,Corycaeidae j,COPEPOD,Copepod,(null),(null),5.239
139,Corycaeidae j,COPEPOD,Copepod,(null),(null),27.2024
26,Corycaeidae j,COPEPOD,Copepod,(null),(null),11.7877
174,Corycaeidae j,COPEPOD,Copepod,(null),(null),1.7682
154,Corycaeidae j,COPEPOD,Copepod,(null),(null),11.7877
171,Corycaeidae j,COPEPOD,Copepod,(null),(null),42.8645
167,Corycaeidae j,COPEPOD,Copepod,(null),(null),35.3632
89,Corycaeidae j,COPEPOD,Copepod,(null),(null),48.9644
142,Corycaeidae j,COPEPOD,Copepod,(null),(null),81.6073
193,Corycaeidae j,COPEPOD,Copepod,(null),(null),24.7542
42,Corycaeidae j,COPEPOD,Copepod,(null),(null),15.717
159,Corycaeidae j,COPEPOD,Copepod,(null),(null),22.4528
119,Corycaeidae j,COPEPOD,Copepod,(null),(null),6.2868
94,Corycaeidae j,COPEPOD,Copepod,(null),(null),12.8593
27,Corycaeidae j,COPEPOD,Copepod,(null),(null),188.6036
71,Corycaeidae j,COPEPOD,Copepod,(null),(null),18.3365
308,Corycaeidae j,COPEPOD,Copepod,(null),(null),7.3237
307,Corycaeidae j,COPEPOD,Copepod,(null),(null),95.2086
415,Corycaeidae j,COPEPOD,Copepod,(null),(null),6.4297
442,Corycaeidae j,COPEPOD,Copepod,(null),(null),31.4339
443,Corycaeidae j,COPEPOD,Copepod,(null),(null),39.2924
401,Corycaeidae j,COPEPOD,Copepod,(null),(null),15.9134
403,Corycaeidae j,COPEPOD,Copepod,(null),(null),95.2086
378,Corycaeidae j,COPEPOD,Copepod,(null),(null),7.0726
360,Corycaeidae j,COPEPOD,Copepod,(null),(null),165.0282
367,Corycaeidae j,COPEPOD,Copepod,(null),(null),19.289
420,Corycaeidae j,COPEPOD,Copepod,(null),(null),353.6318
435,Corycaeidae j,COPEPOD,Copepod,(null),(null),31.4339
359,Corycaeidae j,COPEPOD,Copepod,(null),(null),15.717
422,Corycaeidae j,COPEPOD,Copepod,(null),(null),3.5363
477,Corycaeidae j,COPEPOD,Copepod,(null),(null),7.0726
492,Corycaeidae j,COPEPOD,Copepod,(null),(null),32.1483
513,Corycaeidae j,COPEPOD,Copepod,(null),(null),56.5811
515,Corycaeidae j,COPEPOD,Copepod,(null),(null),14.5828
516,Corycaeidae j,COPEPOD,Copepod,(null),(null),14.1453
524,Corycaeidae j,COPEPOD,Copepod,(null),(null),21.762
474,Corycaeidae j,COPEPOD,Copepod,(null),(null),190.4171
555,Corycaeidae j,COPEPOD,Copepod,(null),(null),8.8408
530,Corycaeidae j,COPEPOD,Copepod,(null),(null),49.5085
647,Corycaeidae j,COPEPOD,Copepod,(null),(null),7.217
655,Corycaeidae j,COPEPOD,Copepod,(null),(null),5.4405
617,Corycaeidae j,COPEPOD,Copepod,(null),(null),28.2905
619,Corycaeidae j,COPEPOD,Copepod,(null),(null),13.6012
637,Corycaeidae j,COPEPOD,Copepod,(null),(null),6.4297
640,Corycaeidae j,COPEPOD,Copepod,(null),(null),2.8291
680,Corycaeidae j,COPEPOD,Copepod,(null),(null),77.156
691,Corycaeidae j,COPEPOD,Copepod,(null),(null),40.8037
669,Corycaeidae j,COPEPOD,Copepod,(null),(null),15.717
707,Corycaeidae j,COPEPOD,Copepod,(null),(null),28.2905
711,Corycaeidae j,COPEPOD,Copepod,(null),(null),9.6445
750,Corycaeidae j,COPEPOD,Copepod,(null),(null),64.2967
757,Corycaeidae j,COPEPOD,Copepod,(null),(null),14.1453
767,Corycaeidae j,COPEPOD,Copepod,(null),(null),12.8593
783,Corycaeidae j,COPEPOD,Copepod,(null),(null),42.4358
769,Corycaeidae j,COPEPOD,Copepod,(null),(null),21.2179
813,Corycaeidae j,COPEPOD,Copepod,(null),(null),45.0077
836,Corycaeidae j,COPEPOD,Copepod,(null),(null),25.7857
846,Corycaeidae j,COPEPOD,Copepod,(null),(null),125.7358
869,Corycaeidae j,COPEPOD,Copepod,(null),(null),45.0077
856,Corycaeidae j,COPEPOD,Copepod,(null),(null),35.3632
858,Corycaeidae j,COPEPOD,Copepod,(null),(null),212.1791
861,Corycaeidae j,COPEPOD,Copepod,(null),(null),21.2179
862,Corycaeidae j,COPEPOD,Copepod,(null),(null),141.4527
905,Corycaeidae j,COPEPOD,Copepod,(null),(null),62.8679
913,Corycaeidae j,COPEPOD,Copepod,(null),(null),70.7264
899,Corycaeidae j,COPEPOD,Copepod,(null),(null),45.0077
882,Corycaeidae j,COPEPOD,Copepod,(null),(null),77.799
989,Corycaeidae j,COPEPOD,Copepod,(null),(null),106.0895
1010,Corycaeidae j,COPEPOD,Copepod,(null),(null),4.2436
1006,Corycaeidae j,COPEPOD,Copepod,(null),(null),141.4527
1072,Corycaeidae j,COPEPOD,Copepod,(null),(null),154.3121
995,Corycaeidae j,COPEPOD,Copepod,(null),(null),53.0448
1021,Corycaeidae j,COPEPOD,Copepod,(null),(null),163.2147
1074,Corycaeidae j,COPEPOD,Copepod,(null),(null),77.156
183,Cosmocalanus darwinii f,COPEPOD,Copepod,Cosmocalanus,darwinii,7.0726
304,Cosmocalanus darwinii f,COPEPOD,Copepod,Cosmocalanus,darwinii,1.4145
388,Cosmocalanus darwinii f,COPEPOD,Copepod,Cosmocalanus,darwinii,0.7858
11,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,2.8291
67,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,0.6315
49,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,2.9469
41,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,2.9469
76,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,0.3536
77,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,7.5778
150,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,5.8939
62,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,3.5363
172,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,2.0208
424,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,1.4434
446,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,11.0019
499,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,0.8841
648,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,4.7151
729,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,10.609
698,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,0.7858
672,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,40.0783
754,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,4.7151
764,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,4.7151
792,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,14.1453
794,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,3.1434
835,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,4.7151
860,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,70.7264
998,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,3.5363
1053,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,4.7151
7,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,3.5363
365,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,3.5363
381,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,1.5717
457,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,2.3894
536,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,3.5363
728,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,3.5363
747,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,1.7682
859,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,4.7151
1070,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,1.489
1001,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,4.7151
21,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,0.3536
386,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,28.2905
431,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,0.2829
417,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,12.8593
453,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,6.4297
487,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,9.6445
527,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,6.8006
532,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,5.239
647,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,3.6085
637,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,6.4297
681,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,19.289
848,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,15.717
887,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,5.6581
974,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,2.5719
984,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,23.0629
1046,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,18.0031
1075,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,6.4297
1076,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,26.5224
76,Delibus nudus m,COPEPOD,Copepod,Delibus,nudus,0.1768
15,Delibus nudus m,COPEPOD,Copepod,Delibus,nudus,1.4145
48,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,6.8006
6,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,7.0726
56,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,78.5848
293,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,12.8593
182,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,12.8593
62,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,1.7682
308,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,6.2775
388,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,1.5717
450,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,12.8593
781,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,14.1453
762,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,7.0726
813,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,6.4297
864,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,7.8585
870,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,6.4297
989,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,17.6816
1002,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,12.8593
92,Euchaeta spp. f,COPEPOD,Copepod,Euchaeta,spp.,3.5363
406,Euchaeta spp. f,COPEPOD,Copepod,Euchaeta,spp.,20.4018
429,Euchaeta spp. f,COPEPOD,Copepod,Euchaeta,spp.,14.1453
102,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,3.5363
286,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,17.1458
122,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,41.7928
64,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,7.8585
20,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,67.8973
83,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,2.3575
3,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,16.0742
183,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,31.8269
88,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,2.6195
167,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,23.5755
111,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,7.0726
55,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,11.2519
6,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,7.0726
99,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,1.209
296,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,3.2148
10,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,6.3654
308,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,3.1387
207,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,64.2967
302,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,51.4374
431,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,0.5658
387,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,19.6462
360,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,110.0188
364,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,7.8585
367,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,3.2148
74,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,7.8585
409,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,0.3215
459,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,39.2924
476,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,3.5363
496,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,2.5719
500,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,2.8291
731,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,5.4405
517,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,2.3575
525,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,6.8006
662,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,33.283
640,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,1.4145
696,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,12.8593
687,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,13.6012
702,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,15.717
755,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,1.5717
766,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,6.4297
778,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,47.1509
776,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,3.9292
831,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,14.1453
798,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,15.717
854,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,74.4488
862,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,47.1509
899,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,12.8593
901,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,6.4297
1014,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,3.5363
1076,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,70.7264
184,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,19.289
128,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,6.2868
119,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,12.5736
45,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,34.0031
196,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,0.5144
78,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,19.289
27,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,7.8585
115,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,165.0282
143,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,54.4049
172,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,2.0208
428,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,108.8098
376,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,12.8593
410,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,5.3045
360,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,31.4339
487,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,6.4297
497,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,5.6581
425,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,81.6073
521,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,31.4339
528,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,23.5755
539,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,15.717
532,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,39.2924
542,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,216.1083
546,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,14.1453
622,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,10.881
564,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,12.8593
640,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,2.8291
720,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,39.2924
689,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,95.2086
742,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,10.609
751,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,221.0199
779,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,188.6036
769,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,7.0726
787,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,25.7187
802,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,25.7187
857,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,42.4358
861,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,28.2905
879,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,21.2179
891,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,14.1453
987,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,6.4297
1002,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,25.7187
1001,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,122.5924
1011,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,14.1453
285,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,6.4297
287,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,38.578
157,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,5.4405
200,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,9.6445
202,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,1.4145
