NRS_CODE,SAMPLE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,TAXON_COUNT
PHB20091110,83,Calanoid j,COPEPOD,Copepod,(null),(null),93
PHB20091110,83,Nauplii calanoid,COPEPOD,Copepod,(null),(null),64
PHB20091110,83,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,10
ROT20091222,104,Corycaeus speciosus m,COPEPOD,Copepod,Corycaeus,speciosus,1
ROT20091222,104,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,1
PHB20091110,83,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,57
MAI20091111,37,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,5
MAI20091111,37,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,2
MAI20091111,37,Obelia spp.,NON-COPEPOD,Cnidarian,Obelia,spp.,1
YON20091215,20,Farranula curta f,COPEPOD,Copepod,Farranula,curta,1
YON20091215,20,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,10
PHB20090920,136,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,1
PHB20090920,136,Asteroidea larvae,NON-COPEPOD,Echinoderm,(null),(null),1
YON20091123,170,Clausocalanus brevipes f,COPEPOD,Copepod,Clausocalanus,brevipes,1
YON20091123,170,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,1
YON20091123,170,Ditrichocorycaeus dahli f,COPEPOD,Copepod,Ditrichocorycaeus,dahli,2
NSI20091215,66,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,2
NSI20091215,66,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,1
YON20091123,170,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,5
YON20091123,170,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,13
YON20091123,170,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,24
PHB20091110,83,Oncaea venusta complex m,COPEPOD,Copepod,Oncaea,venusta complex,1
PHB20091110,83,Subeucalanus crassus f,COPEPOD,Copepod,Subeucalanus,crassus,1
YON20100119,16,Calanid CIV,COPEPOD,Copepod,(null),(null),1
YON20100119,16,Fish larvae,NON-COPEPOD,Fish,(null),(null),1
NSI20091115,38,Labidocera acuta f,COPEPOD,Copepod,Labidocera,acuta,1
NSI20091115,38,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,19
NSI20091115,38,Nauplii harpacticoid,COPEPOD,Copepod,(null),(null),3
NSI20091115,38,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,55
NSI20091115,38,Paracalanus aculeatus m,COPEPOD,Copepod,Paracalanus,aculeatus,2
NSI20091115,38,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,5
NSI20091115,38,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,12
NSI20091115,38,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),2
NSI20091115,38,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),2
NSI20091101,122,Calocalanus plumulosus f,COPEPOD,Copepod,Calocalanus,plumulosus,1
NSI20091101,122,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,1
NSI20091101,122,Farranula gibbula f,COPEPOD,Copepod,Farranula,gibbula,5
NSI20091101,122,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,6
NSI20091101,122,Nannocalanus minor f,COPEPOD,Copepod,Nannocalanus,minor,1
NSI20091101,122,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,3
NSI20091101,122,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,21
NSI20091101,122,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,7
NSI20091101,122,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),11
NSI20091101,122,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,1
PHB20091110,83,Podon spp.,NON-COPEPOD,Cladoceran,Podon,spp.,1
ESP20090917,135,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,(null),(null),8
ESP20090917,135,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),5
YON20091215,20,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,1
YON20091215,20,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,2
NSI20091115,38,Clytemnestra spp. f,COPEPOD,Copepod,Clytemnestra,spp.,1
PHB20090924,151,Oncaea media complex m,COPEPOD,Copepod,Oncaea,media complex,1
NSI20091115,38,Corycaeus speciosus m,COPEPOD,Copepod,Corycaeus,speciosus,1
NSI20091115,38,Subeucalanus crassus f,COPEPOD,Copepod,Subeucalanus,crassus,2
PHB20090920,136,Mesocalanus tenuicornis m,COPEPOD,Copepod,Mesocalanus,tenuicornis,1
ROT20181024,864,Oithona nana f,COPEPOD,Copepod,Oithona,nana,1
YON20091123,170,Calanopia elliptica m,COPEPOD,Copepod,Calanopia,elliptica,2
YON20091123,170,Calanoid j,COPEPOD,Copepod,(null),(null),136
YON20091123,170,Nauplii calanoid,COPEPOD,Copepod,(null),(null),21
YON20091123,170,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,5
YON20091123,170,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),5
YON20091123,170,Ostracod,NON-COPEPOD,Ostracod,(null),(null),2
ROT20181024,864,Calocalanus spp. j,COPEPOD,Copepod,Calocalanus,spp.,1
ROT20181024,864,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,2
ROT20181024,864,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,5
ROT20181024,864,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,1
ROT20181024,864,Microsetella norvegica m,COPEPOD,Copepod,Microsetella,norvegica,1
PHB20091011,103,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,4
PHB20091011,103,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,2
PHB20091011,103,Lucicutia flavicornis f,COPEPOD,Copepod,Lucicutia,flavicornis,1
PHB20091011,103,Rhincalanidae j,COPEPOD,Copepod,(null),(null),7
PHB20091011,103,Subeucalanus subcrassus f,COPEPOD,Copepod,Subeucalanus,subcrassus,1
PHB20091011,103,Actinotroch of phoronid worm,NON-COPEPOD,Phoronid,(null),(null),3
PHB20091011,103,Anomuran zoea,NON-COPEPOD,Decapod,(null),(null),2
PHB20091011,103,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,(null),(null),1
PHB20091011,103,Thalia democratica agg,NON-COPEPOD,Thaliacean,Thalia,democratica,21
NSI20100121,124,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,1
NSI20100121,124,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,6
NSI20100121,124,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,1
NSI20100121,124,Ditrichocorycaeus erythraeus f,COPEPOD,Copepod,Ditrichocorycaeus,erythraeus,1
NSI20100121,124,Farranula curta f,COPEPOD,Copepod,Farranula,curta,1
NSI20100121,124,Oithona Grp1 (flat head) f,COPEPOD,Copepod,Oithona,grp 1,19
NSI20100121,124,Temora spp. j,COPEPOD,Copepod,Temora,spp.,1
NSI20100121,124,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),16
NSI20091015,82,Acrocalanus gracilis m,COPEPOD,Copepod,Acrocalanus,gracilis,1
NSI20091015,82,Centropages furcatus m,COPEPOD,Copepod,Centropages,furcatus,1
NSI20091015,82,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,2
NSI20091015,82,Urocorycaeus lautus m,COPEPOD,Copepod,Urocorycaeus,lautus,1
NSI20091015,82,Subeucalanus monachus m,COPEPOD,Copepod,Subeucalanus,monachus,1
NSI20091015,82,Harpacticoid j,COPEPOD,Copepod,(null),(null),8
NSI20091015,82,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,1
NSI20091015,82,Nauplii calanoid,COPEPOD,Copepod,(null),(null),63
NSI20091015,82,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),3
NSI20091015,82,Oithona Grp2 (diamond) f,COPEPOD,Copepod,Oithona,grp 2,4
NSI20091015,82,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,4
NSI20091015,82,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,18
PHB20091018,121,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,5
PHB20091018,121,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,2
PHB20091018,121,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,2
PHB20091018,121,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),9
PHB20091018,121,Podon spp.,NON-COPEPOD,Cladoceran,Podon,spp.,1
NSI20091015,82,Subeucalanus crassus f,COPEPOD,Copepod,Subeucalanus,crassus,1
NSI20091015,82,Subeucalanus spp. j,COPEPOD,Copepod,Subeucalanus,spp.,4
NSI20091015,82,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),1
YON20091215,20,Corycaeus speciosus m,COPEPOD,Copepod,Corycaeus,speciosus,1
PHB20091206,81,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,1
PHB20090924,151,Calanid CIV,COPEPOD,Copepod,(null),(null),1
PHB20090924,151,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,2
ROT20091026,138,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,3
ROT20091026,138,Clausocalanus mastigophorus f,COPEPOD,Copepod,Clausocalanus,mastigophorus,1
ROT20091026,138,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,17
ROT20091026,138,Echinoderm larvae,NON-COPEPOD,Echinoderm,(null),(null),1
PHB20091206,81,Doliolum denticulatum,NON-COPEPOD,Thaliacean,Doliolum,denticulatum,5
PHB20091206,81,Pseudevadne tergestina m,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,2
NSI20100214,3,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,4
NSI20100214,3,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,3
NSI20100214,3,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,11
NSI20100214,3,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,4
NSI20100214,3,Hyperiid amphipod,NON-COPEPOD,Amphipod,(null),(null),2
NSI20100214,3,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),4
PHB20100413,303,Calanid CV,COPEPOD,Copepod,(null),(null),4
PHB20100413,303,Centropages furcatus m,COPEPOD,Copepod,Centropages,furcatus,1
PHB20100413,303,Harpacticoid j,COPEPOD,Copepod,(null),(null),1
PHB20100413,303,Macrosetella gracilis m,COPEPOD,Copepod,Macrosetella,gracilis,8
PHB20100413,303,Nannocalanus minor f,COPEPOD,Copepod,Nannocalanus,minor,1
PHB20100413,303,Oithona Grp1 (flat head) f,COPEPOD,Copepod,Oithona,grp 1,3
PHB20100413,303,Oncaea venusta complex f,COPEPOD,Copepod,Oncaea,venusta complex,6
PHB20100413,303,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,2
PHB20100413,303,Pontella spp.,COPEPOD,Copepod,Pontella,spp.,1
PHB20100413,303,Subeucalanus spp. j,COPEPOD,Copepod,Subeucalanus,spp.,1
PHB20100413,303,Medusa,NON-COPEPOD,Cnidarian,(null),(null),5
PHB20100413,303,Podon spp.,NON-COPEPOD,Cladoceran,Podon,spp.,1
MAI20100615,86,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,7
MAI20100615,86,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,12
MAI20100615,86,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,39
MAI20100615,86,Copepod damaged / unidentified,COPEPOD,Copepod,(null),(null),3
MAI20100615,86,Calanoid j,COPEPOD,Copepod,(null),(null),120
MAI20100615,86,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,4
MAI20100615,86,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,24
MAI20100615,86,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,16
MAI20100330,107,Nauplii calanoid,COPEPOD,Copepod,(null),(null),10
MAI20100330,107,Oncaea venusta complex f,COPEPOD,Copepod,Oncaea,venusta complex,25
MAI20100330,107,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,35
KAI20091115,175,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,1
KAI20100419,52,Acartia spp. f,COPEPOD,Copepod,Acartia,spp.,5
KAI20100419,52,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,4
ROT20100416,26,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,16
KAI20100419,52,Oncaea paraclevei f,COPEPOD,Copepod,Oncaea,paraclevei,1
KAI20091115,175,Clausocalanus spp. f,COPEPOD,Copepod,Clausocalanus,spp.,1
KAI20100419,52,Temora spp. j,COPEPOD,Copepod,Temora,spp.,6
ROT20100416,26,Harpacticoid j,COPEPOD,Copepod,(null),(null),1
ROT20100416,26,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,51
ROT20100416,26,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,4
KAI20091115,175,Corycaeidae j,COPEPOD,Copepod,(null),(null),3
KAI20091115,175,Nauplii calanoid,COPEPOD,Copepod,(null),(null),144
KAI20091115,175,Oithona Grp3 (pointy head) f,COPEPOD,Copepod,Oithona,grp 3,11
KAI20091115,175,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,75
KAI20091215,174,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,2
KAI20091115,175,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),43
KAI20091215,174,Oithona Grp1 (flat head) f,COPEPOD,Copepod,Oithona,grp 1,28
KAI20091215,174,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,3
KAI20091215,174,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,52
KAI20091215,174,Egg,NON-COPEPOD,Egg,(null),(null),26
ESP20091216,50,Barnacle cyprid,NON-COPEPOD,Cirripedia,(null),(null),1
PHB20100702,181,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,7
PHB20100817,183,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,1
MAI20100505,153,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,6
MAI20100505,153,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,3
MAI20100505,153,Oncaea venusta complex f,COPEPOD,Copepod,Oncaea,venusta complex,10
MAI20100505,153,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),9
YON20100521,53,Paracalanus aculeatus m,COPEPOD,Copepod,Paracalanus,aculeatus,12
YON20100521,53,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,1
PHB20100702,181,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,2
PHB20100702,181,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,1
PHB20100702,181,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),71
PHB20100817,183,Oithona Grp3 (pointy head) f,COPEPOD,Copepod,Oithona,grp 3,9
PHB20100817,183,Pontella spp.,COPEPOD,Copepod,Pontella,spp.,1
PHB20100817,183,Temora spp. j,COPEPOD,Copepod,Temora,spp.,4
PHB20100817,183,Echinoderm larvae,NON-COPEPOD,Echinoderm,(null),(null),5
PHB20100510,179,Calanoid j,COPEPOD,Copepod,(null),(null),65
PHB20100510,179,Corycaeidae j,COPEPOD,Copepod,(null),(null),3
MAI20100505,153,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,2
PHB20100510,179,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,13
PHB20100510,179,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,3
PHB20100510,179,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),1
PHB20100510,179,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),6
PHB20100510,179,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,3
PHB20100510,179,Lucifer spp.,NON-COPEPOD,Decapod,Lucifer,spp.,2
PHB20100510,179,Polychaete,NON-COPEPOD,Polychaete,(null),(null),6
KAI20100112,123,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,4
KAI20100112,123,Nannocalanus minor f,COPEPOD,Copepod,Nannocalanus,minor,2
KAI20100112,123,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,5
ESP20100322,106,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,2
MAI20100505,153,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,2
ESP20100322,106,Oithona Grp3 (pointy head) f,COPEPOD,Copepod,Oithona,grp 3,4
ESP20100322,106,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,13
ESP20100322,106,Bivalve,NON-COPEPOD,Mollusc,(null),(null),62
ESP20100322,106,Evadne spinifera,NON-COPEPOD,Cladoceran,Evadne,spinifera,2
YON20100413,166,Acartia (Acartia) danae m,COPEPOD,Copepod,Acartia (Acartia),danae,1
YON20100413,166,Nannocalanus minor m,COPEPOD,Copepod,Nannocalanus,minor,2
YON20100413,166,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,2
KAI20091215,174,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,2
YON20100413,166,Nauplii harpacticoid,COPEPOD,Copepod,(null),(null),6
YON20100413,166,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,1
YON20100413,166,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,2
MAI20100120,105,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,8
MAI20100120,105,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,10
MAI20100120,105,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,3
MAI20100120,105,Nannocalanus minor m,COPEPOD,Copepod,Nannocalanus,minor,3
MAI20100120,105,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,50
MAI20100120,105,Calanus australis m,COPEPOD,Copepod,Calanus,australis,1
MAI20100120,105,Centropages bradyi f,COPEPOD,Copepod,Centropages,bradyi,2
MAI20100120,105,Undinula vulgaris m,COPEPOD,Copepod,Undinula,vulgaris,1
MAI20100120,105,Barnacle cyprid,NON-COPEPOD,Cirripedia,(null),(null),1
MAI20100120,105,Echinoderm larvae,NON-COPEPOD,Echinoderm,(null),(null),1
KAI20100112,123,Agetus flaccus f,COPEPOD,Copepod,Agetus,flaccus,1
MAI20100615,86,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,2
YON20100224,139,Calanoid j,COPEPOD,Copepod,(null),(null),66
YON20100224,139,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,3
YON20100224,139,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,10
YON20100224,139,Paracalanus spp. m,COPEPOD,Copepod,Paracalanus,spp.,6
YON20100224,139,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),3
PHB20100609,145,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,10
PHB20100609,145,Acrocalanus spp. m,COPEPOD,Copepod,Acrocalanus,spp.,1
PHB20100609,145,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,1
PHB20100609,145,Clausocalanus paululus f,COPEPOD,Copepod,Clausocalanus,paululus,2
ROT20100315,84,Acartia (Acartiura) simplex f,COPEPOD,Copepod,Acartia (Acartiura),simplex,2
ROT20100315,84,Calanoid j,COPEPOD,Copepod,(null),(null),109
ROT20100315,84,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,10
PHB20100609,145,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),1
MAI20100330,107,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,1
MAI20100330,107,Calanid CV,COPEPOD,Copepod,(null),(null),2
MAI20100330,107,Egg,NON-COPEPOD,Egg,(null),(null),3
MAI20100330,107,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,1
MAI20100527,40,Acartia (Acartia) danae m,COPEPOD,Copepod,Acartia (Acartia),danae,1
MAI20100527,40,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,5
MAI20100527,40,Calanid CV,COPEPOD,Copepod,(null),(null),1
MAI20100527,40,Calanoid j,COPEPOD,Copepod,(null),(null),136
MAI20100527,40,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,1
ROT20100315,84,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,4
ROT20100315,84,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2
MAI20100527,40,Subeucalanus spp. j,COPEPOD,Copepod,Subeucalanus,spp.,1
MAI20100527,40,Echinoderm larvae,NON-COPEPOD,Echinoderm,(null),(null),1
YON20100729,23,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,8
YON20100729,23,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,16
PHB20101213,109,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,2
NSI20091015,82,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),1
PHB20100908,126,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,1
ESP20100629,88,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,3
ESP20100629,88,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,4
ESP20100629,88,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,1032
ESP20100629,88,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),5
ROT20100520,154,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,6
ROT20100520,154,Corycaeus speciosus m,COPEPOD,Copepod,Corycaeus,speciosus,1
ROT20100520,154,Nauplii calanoid,COPEPOD,Copepod,(null),(null),109
ROT20100520,154,Oithona Grp1 (flat head) f,COPEPOD,Copepod,Oithona,grp 1,13
ROT20100520,154,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,6
ROT20100520,154,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,68
ROT20100520,154,Temora spp. j,COPEPOD,Copepod,Temora,spp.,3
ROT20100520,154,Egg,NON-COPEPOD,Egg,(null),(null),13
ROT20100520,154,Lucifer spp. f,NON-COPEPOD,Decapod,Lucifer,spp.,1
ROT20100520,154,Polychaete,NON-COPEPOD,Polychaete,(null),(null),6
PHB20100908,126,Clausocalanus paululus f,COPEPOD,Copepod,Clausocalanus,paululus,2
PHB20101213,109,Candacia bipinnata f,COPEPOD,Copepod,Candacia,bipinnata,1
PHB20100908,126,Eucalanidae j,COPEPOD,Copepod,(null),(null),2
PHB20100908,126,Microsetella spp. f,COPEPOD,Copepod,Microsetella,spp.,7
PHB20100908,126,Nauplii copepod,COPEPOD,Copepod,(null),(null),154
PHB20100908,126,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),4
NSI20100711,110,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,18
NSI20100711,110,Temora spp. j,COPEPOD,Copepod,Temora,spp.,5
NSI20100711,110,Undinula vulgaris m,COPEPOD,Copepod,Undinula,vulgaris,1
PHB20100908,126,Salpidae,NON-COPEPOD,Thaliacean,(null),(null),42
NSI20100711,110,Medusa,NON-COPEPOD,Cnidarian,(null),(null),2
ROT20100520,154,Acartia (Acanthacartia) tonsa m,COPEPOD,Copepod,Acartia (Acanthacartia),tonsa,3
ROT20100520,154,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,1
ROT20100520,154,Corycaeus crassiusculus f,COPEPOD,Copepod,Corycaeus,crassiusculus,1
NSI20100916,184,Acrocalanus spp. f,COPEPOD,Copepod,Acrocalanus,spp.,1
PHB20100908,126,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,2
PHB20100908,126,Acrocalanus spp. f,COPEPOD,Copepod,Acrocalanus,spp.,2
NSI20091015,82,Ditrichocorycaeus andrewsi m,COPEPOD,Copepod,Ditrichocorycaeus,andrewsi,1
NSI20091015,82,Paracalanus aculeatus m,COPEPOD,Copepod,Paracalanus,aculeatus,2
NSI20100711,110,Acrocalanus gibber,COPEPOD,Copepod,Acrocalanus,gibber,1
NSI20100711,110,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,1
NSI20100711,110,Microsetella norvegica m,COPEPOD,Copepod,Microsetella,norvegica,3
NSI20100711,110,Nauplii copepod,COPEPOD,Copepod,(null),(null),196
YON20190213,883,Centropages furcatus j,COPEPOD,Copepod,Centropages,furcatus,3
YON20190213,883,Eucalanidae j,COPEPOD,Copepod,(null),(null),2
YON20190213,883,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,1
YON20190213,883,Nauplii calanoid,COPEPOD,Copepod,(null),(null),31
YON20190213,883,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,3
YON20190213,883,Onychocorycaeus catus f,COPEPOD,Copepod,Onychocorycaeus,catus,2
NSI20100916,184,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,24
NSI20100916,184,Oithona Grp1 (flat head) f,COPEPOD,Copepod,Oithona,grp 1,5
NSI20100916,184,Temora spp. j,COPEPOD,Copepod,Temora,spp.,11
NSI20100916,184,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,5
YON20190213,883,Paracalanus spp. j,COPEPOD,Copepod,Paracalanus,spp.,1
YON20190213,883,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,19
YON20190213,883,Actinotroch of phoronid worm,NON-COPEPOD,Phoronid,(null),(null),1
YON20190213,883,Branchiostoma spp.,NON-COPEPOD,Cephalochordate,Branchiostoma,spp.,3
YON20190213,883,Fritillaria haplostoma,NON-COPEPOD,Appendicularian,Fritillaria,haplostoma,1
YON20190213,883,Nauplii zooplankton,NON-COPEPOD,Other,(null),(null),1
YON20190213,883,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),84
PHB20100908,126,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,1
PHB20100908,126,Sapphirina ovatolanceolata / gemma f,COPEPOD,Copepod,Sapphirina,ovatolanceolata/ gemma,1
YON20190213,883,Tintinnopsis radix,NON-COPEPOD,Ciliophora,Tintinnopsis,radix,10
NSI20100411,5,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,1
NSI20100411,5,Calanopia minor f,COPEPOD,Copepod,Calanopia,minor,2
NSI20100411,5,Calocalanus spp. j,COPEPOD,Copepod,Calocalanus,spp.,4
