SPCODE,TAXONNAME,BV_CELL,MONT2001PGN_CELL,PGC_CELL,TROPHY
577624,Bacteriastrum solitarium,91488.6,721.6,3041.31,NA
577737,Thalassiosira elliptipora,1327.32,21.5,98.2,NA
577741,Paraphysomonas cylicophora,65.45,,,NA
577844,Actinocyclus dimorphus,14137.16,153.17,668.86,NA
580116,Choanoflagellatea,65.45,,,PZ
586732,Acantharia,523.6,,,PZ
590557,Pavlova pinguis,87.96,,,NA
591214,Silicoflagellate 4 points,4090.61,85.19,244.65,NA
592886,Peridinium monacanthum,9676.1,285.59,1396.7,NA
593338,Large dinoflagellates cysts,523.6,24.01,128.14,NA
593825,Thalassiosira insigna,7068.58,86.16,381.24,NA
146560,Microcystis flos-aquae,,,,NA
146562,Aphanocapsa spp.,1.77,8,0.2,NA
146677,Planktolyngbya spp.,,8,0.2,NA
148905,Cyclotella spp.,8042.47,95.9,423.31,PP
148912,Thalassiosira spp. 10-20 µm,3141.59,43.95,197.51,PP
148917,Coscinodiscus spp. 80-100 µm,381703.19,2361.54,9686.62,PP
148985,Chaetoceros spp.,3534.29,48.47,217.3,PP
149031,Navicula cf. 100-120 µm length,13750,149.68,653.97,PP
149031,Navicula cf. 60-80 µm length,5600,71.02,315.63,PP
149056,Plagiogrammopsis spp.,1281.18,20.88,95.43,NA
149069,Rhizosolenia spp.with symbiont,502654.4,2967.68,12109.38,PP
149078,Stauroneis phoenicenteron,,,,NA
149092,Thalassionema spp. > 100 µm length,31500,297.82,1280.92,NA
149126,Chaetoceros decipiens < 15 µm cell width,3392.92,46.85,210.23,NA
149130,Eucampia spp. <100 µm cell length,1767.14,27.26,123.86,PP
149130,Eucampia spp. >100 µm cell length,127234.4,948.82,3973.99,PP
149152,Pseudo-nitzschia seriata,300,6.26,29.4,NA
149152,Pseudo-nitzschia seriata complex >3 µm,300,6.26,29.4,PP
149186,Synedra spp.,24000,237.65,1027.41,PP
149191,Achnanthidium spp.,,,,NA
149200,Amphora spp.,73303.77,600.37,2541.03,PP
149210,Haslea spp.,3926.99,52.9,236.69,PP
149238,Chaetoceros pelagicus,3534.29,48.47,217.3,NA
249725,Ochromonas spp.,46.08,,,NA
254443,Asteromphalus parvulus,11218.23,126.42,554.47,NA
254445,Trigonium spp.,576000,3322.87,13523.69,PP
341332,Paractedoctema,,,,NA
341367,Thalassiosira gracilis,1306.9,21.22,96.98,NA
341484,Coscinodiscus oculus-iridis,3141590,13583.03,53527.97,NA
341496,Corethron pennatum,29321.51,280.63,1208.59,PP
341500,Guinardia cf. tubiformis,25132.72,246.92,1066.56,NA
341500,Guinardia tubiformis,2886.34,40.97,184.39,NA
341542,Ephemera planamembranaceae,12600,139.21,609.25,NA
341547,Navicula cristata,14962.5,160.55,700.36,NA
341556,Fragilariopsis linearis,1401.93,22.5,102.66,NA
341566,Nitzschia bicapitata,126,3.05,14.55,PP
341675,Cymatocylis calyciformis,1989.67,40.76,275.41,NA
345499,Parapedinella reticulata,268.08,,,NA
345529,Thalassiosira aestivalis,17318.01,181.27,788.52,NA
345835,Spumellaria spp.,,,,NA
366281,Fragilariopsis doliolus,1786.78,27.52,124.97,NA
370001,Pelagococcus spp.,14.14,,,NA
376544,Nitzschia ligowskii,32300,304.09,1307.24,NA
387966,Pseudo-nitzschia brasiliana,,,,NA
391508,Azadinium spp.,,,,NA
411764,Pseudo-nitzschia heimii,1368.81,22.06,100.69,NA
417178,Climacocylis scalaroides,113097.24,2542.2,12235.29,PZ
417200,Amphorellopsis acuta,50199.47,1107.5,5706.62,NA
417249,Favella campanula,,,,NA
418162,Melanodinium nigricans,,,,NA
418168,Phalacroma ovum,30237.8,751.4,3551.27,NA
418196,Nitzschia fluminensis,32300,304.09,1307.24,NA
149342,Licmophora spp. < 150 µm,12182.87,135.37,592.84,NA
149343,Licmophora cf. gracilis,12182.87,135.37,592.84,NA
149351,Plagiogramma staurophorum,812.98,14.31,65.99,NA
149476,Pinnularia borealis,20000,204.28,886.19,NA
149533,Amphora coffeaeformis,4846.69,62.99,280.73,NA
149616,Campylodiscus spp.,32311.25,304.18,1307.61,PP
149624,Chaetoceros furcellatus,1451.41,23.16,105.59,NA
157081,Thalassiothrix cf. spp.,9000,105.29,463.75,NA
157081,Thalassiothrix spp.,9000,105.29,463.75,PP
160548,Calycomonas spp.,,,,NA
160704,Amphora lineolata,195700.11,1356.39,5634.73,NA
162255,Asteromphalus flabellatus,19396.18,199.14,864.43,NA
162259,Asteromphalus hookeri,16104.42,170.66,743.4,NA
162748,Pyrodinium spp.,,,,NA
162823,Attheya cf. septentrionalis,36.82,1.1,5.36,PP
162952,Biddulphia biddulphiana,2291765.36,10454.52,41446.75,NA
163118,Chaetoceros cf. seiracanthus,3534.29,48.47,217.3,NA
163178,Coscinodiscus jonesianus,678583.44,3807.09,15446.24,PP
163257,Isthmia spp.,,,,NA
163418,Strombomonas cf. spp.,,,,NA
163473,Coscinodiscus subtilis,678583.44,3807.09,15446.24,NA
172438,Metacylis spp.,,,,NA
172609,Licmophora ehrenbergii,15712.07,167.2,728.68,PP
175321,Navicula transitrans var. derasa f. delicatula,1620,25.37,115.43,NA
175404,Nitzschia frustulum,32300,304.09,1307.24,NA
175425,Nitzschia lorenziana,32300,304.09,1307.24,NA
175450,Navicula sigmoidea,14962.5,160.55,700.36,NA
176002,Surirella angusta,47123.85,416.06,1775.79,NA
176202,Surirella tenera,47123.85,416.06,1775.79,NA
176393,Tryblionella apiculata,2617.99,37.78,170.36,NA
177604,Trichodesmium spp.,572.55,8,0.2,NA
178180,Chaetoceros coarctatus,9424.77,109.4,481.42,PP
178611,Oocystis spp.,158.39,,,NA
179555,Cocconeis grata,2323.21,34.21,154.63,NA
179688,Cymatosira lorenziana,173.94,3.98,18.9,PP
180201,Fragilaria constricta,438.25,8.57,39.98,NA
180314,Grammatophora hamulifera,4000,53.71,240.25,NA
183576,Rhabdonella spp.,130899.58,2952.27,14035.49,PZ
196805,Rhizosolenia acuminata,6672737.16,25382.54,98605.93,NA
196827,Gossleriella tropica,132535.83,981.52,4107.76,PP
231770,Brachidinium spp.,45814.85,1069.24,4990.89,MP
231790,Lepidodinium spp.,,,,NA
232120,Amphisolenia asymmetrica,39269.88,938.08,4398.94,NA
232207,Dinophysis micropterygia,7330.38,225.62,1112.63,NA
232243,Dinophysis okamurae,7330.38,225.62,1112.63,NA
232248,Polarella glacialis,523.6,24.01,128.14,NA
232338,Histioneis cymbalaria,,,,NA
232376,Prorocentrum cf. minimum,565.49,25.63,136.47,NA
232453,Phalacroma circumsutum,30237.8,751.4,3551.27,NA
232469,Phalacroma favus,30237.8,751.4,3551.27,NA
232479,Phalacroma jibbonense,30237.8,751.4,3551.27,NA
232553,Amphidinium boggayum,20158.54,532.56,2547.8,NA
232603,Amphidinium oceanicum,3239.13,112.78,569.97,NA
232636,Podolampas antarctica,7330.38,225.62,1112.63,NA
232707,Gymnodinium arcuatum,737.23,32.1,169.58,NA
232737,Balechina coerulea,67020.59,1476.84,6815.19,NA
232947,Gyrodinium grave,30869.26,764.7,3611.9,NA
233014,Karenia bicuneiformis,2382.37,86.89,443.18,NA
233201,Amphidoma nucula,7919.42,240.92,1185.34,NA
233244,Protoperidinium pedunculatum,77207.72,1665.35,7652.58,NA
233386,Triadinium polyedricum,,,,NA
233466,Protoperidinium bispinum,77207.72,1665.35,7652.58,NA
233570,Preperidinium perlatum,19710.3,522.49,2501.31,NA
233787,Histioneis panda,,,,NA
233883,Oxytoxum robustum,3534.29,121.45,612.17,NA
235763,Rhabdonella spiralis,1001701.73,23674.67,94867.2,PZ
235770,Eutintinnus apertus,15020.73,322.32,1837.96,NA
235771,Eutintinnus cf. fraknoi,35342.89,773.47,4104.67,PZ
235851,Calciosolenia spp.,65.45,,,PP
235857,Umbilicosphaera spp.,4188.79,,,NA
235941,Wigwamma spp.,65.45,,,NA
235952,Florisphaera profunda,65.45,,,NA
235984,Umbilicosphaera hulburtiana,4188.79,,,NA
235985,Umbilicosphaera sibogae,4188.79,,,NA
247942,Stenosemella nivalis,7305.24,154.18,934.06,NA
248124,Isochrysis spp.,28.27,,,NA
248169,Sphaerocystis spp.,268.08,,,NA
248181,Proboscia cf. truncata,66366.09,552.81,2344.18,NA
11,Ciliate (Inc. tintinnid),10226.53,217.51,1281.02,NA
101180,Lohmanniella spp.,10226.53,217.51,1281.02,NA
101190,Laboea spp.,19101.65,412.16,2303.29,PP
101209,Lohmanniella oviformis,,,,NA
105598,Pleurasiga minima,1055.57,,,NA
105605,Polyfibula sphyrelata,785.4,,,NA
106287,Hemiselmis spp.,12.96,,,NA
109455,Minuscula spp.,,,,NA
109461,Citharistes spp.,15707.95,430.91,2077,NA
109468,Fragilidium spp. cyst,41887.87,990.91,4637.71,NA
109472,Actiniscus spp.,22449.28,583.52,2782.58,NA
109473,Amphidinium cf. spp.,3239.13,112.78,569.97,MP
109473,Amphidinium spp. >30 µm cell height,3694.51,126.11,634.81,MP
109475,Gymnodinium spp. cyst,737.23,32.1,169.58,NA
109476,Gyrodinium cf. spp.,103672.47,2138.85,9741.86,NA
109476,Gyrodinium spp. 20-40 µm,7853.98,239.23,1177.31,MP
109478,Ptychodiscus spp.,220893.05,4065.3,18100.84,NA
109502,Spatulodinium spp.,750447.31,11482.3,49283.42,NA
109522,Heterodinium spp.,65449.79,1447.4,6684.09,NA
109528,Oxytoxum spp. (strawberry),,,,NA
109543,Peridiniella spp.,,,,NA
109550,Podolampas spp.,5759.58,183.85,913.22,MP
109553,Protoperidinium pallidum/pellucidum,91934.35,1931.41,8828.8,NA
109553,Protoperidinium spp.,77207.72,1665.35,7652.58,PZ
109556,Amphidiniopsis spp.,,,,NA
109566,Prorocentrum spp.,2047.27,76.4,391.44,PP
109571,Pyrocystis spp.,37699.08,906.12,4254.3,MP
109589,Amphisolenia bidentata,39269.88,938.08,4398.94,MP
109675,Histioneis joergensenii,3926.99,132.81,667.34,NA
109690,Ornithocercus carolinae,7068.58,218.76,1079.98,NA
109714,Alexandrium australiense,13934.62,389.24,1882.9,NA
109727,Amphidinium curvatum,3239.13,112.78,569.97,NA
109752,Amphidinium scissum,3239.13,112.78,569.97,NA
109801,Gymnodinium grammaticum,737.23,32.1,169.58,NA
109842,Gyrodinium aureolum,,,,NA
110011,Gonyaulax birostris,312.22,15.48,83.9,PP
110053,Heterodinium doma,65449.79,1447.4,6684.09,NA
110071,Centrodinium intermedium,471238.5,7735.06,33666.49,NA
110082,Oxytoxum caudatum,1047.2,43.24,226.06,PP
110097,Oxytoxum cf. laticeps,1327.32,52.88,274.49,NA
110173,Scrippsiella cf. precaria,6003.58,190.44,944.78,NA
110199,Podolampas bipes,56548.62,1278.46,5929.9,NA
110222,Protoperidinium grande,77207.72,1665.35,7652.58,NA
110250,Protoperidinium quarnerense,77207.72,1665.35,7652.58,NA
110251,Protoperidinium saltans,77207.72,1665.35,7652.58,NA
110280,Goniodoma sphaericum,33510.29,819.9,3863.09,NA
110292,Prorocentrum arcuatum,2047.27,76.4,391.44,PP
110298,Prorocentrum dentatum,2047.27,76.4,391.44,NA
110300,Prorocentrum gracile,4581.49,151.38,757.14,PP
110311,Prorocentrum rostratum,2047.27,76.4,391.44,NA
110332,Pyrocystis noctiluca,37699.08,906.12,4254.3,MP
115088,Phaeocystis cf. spp. (colony >50 um),,,,NA
115090,Chrysochromulina spp.,193.27,,,NA
119270,Nitzschia tryblionella,1000,17,78.05,NA
134529,Pyramimonas cf. spp.,32.72,,,NA
134530,Dolichomastix spp.,,,,NA
134542,Nephroselmis rotunda,65.45,,,NA
134550,Pyramimonas (Trichocystis) grossii,32.72,,,NA
146203,Unid dinoflagellate 10 - 30 µm,6283.18,197.94,980.67,NA
841763,Tripos strictus,60000,1344.41,6224.71,NA
1382739,Tripos massiliensis f. armatus,64926.19,1437.56,6640.27,NA
600802,Fusola spp.,,,,NA
601432,Carduifolia spp.,,,,NA
602785,Acanthodinium spp.,65449.79,1447.4,6684.09,NA
604866,Campylomonas spp.,,,,NA
609461,Cylindrospermopsis raciborskii,,,,NA
612314,Chrysochromulina latilepis,193.27,,,NA
612317,Chrysochromulina quadrikonta,193.27,,,NA
613511,Pinnunavis yarrensis,62203.48,523.88,2224.21,NA
615603,Diplopsalis ovum,47712.9,1106.74,5159.6,NA
615646,Dinematomonas litoralis,,,,NA
619887,Peridinium ampulliforme,9676.1,285.59,1396.7,NA
622578,Thalassiosira sackettii,7068.58,86.16,381.24,NA
626131,Gossleriella punctata,132535.83,981.52,4107.76,NA
626382,Rhabdolithes claviger,,,,NA
629837,Amphora arcta,195700.11,1356.39,5634.73,NA
630375,Coscinodiscus australis,678583.44,3807.09,15446.24,NA
631523,Cochlodinium brandtii,23090.69,597.64,2847.53,NA
640891,Surirella javanica,47123.85,416.06,1775.79,NA
708220,Stephanopyxis cruciata,229663.32,1549.06,6415.61,NA
837221,Tripos falcatiformis,282743.1,5013.19,22156.63,NA
837222,Tripos gibberus,79848.75,1713.59,7866.31,MP
837227,Tripos longirostrus,282743.1,5013.19,22156.63,NA
837234,Tripos ranipes,64926.19,1437.56,6640.27,NA
837309,Tripos axialis,64926.19,1437.56,6640.27,NA
837310,Tripos azoricus,64926.19,1437.56,6640.27,MP
837456,Tripos kofoidii,5759.58,183.85,913.22,MP
837460,Tripos extensus,471238.5,7735.06,33666.49,NA
837461,Tripos platycornis,64926.19,1437.56,6640.27,NA
840186,Bellerochea yucatanensis,60750,513.7,2181.97,NA
841188,Tripos bigelowii,282743.1,5013.19,22156.63,NA
841242,Tripos geniculatus,282743.1,5013.19,22156.63,NA
,Centric diatom 20-30 µm,4417.86,58.33,260.41,NA
,Fish scales,,,,NA
,Dictyocysta elegans var. speciosa,,,,NA
,Nematocysts,,,,NA
,Unid heterotroph 20-30 µm,,,,NA
,Diatom resting spore,,,,NA
,Unid nanoflagellate,,,,NA
,Prasin Chlor Euglen-ophytes,65.45,,,NA
109711,Alexandrium minutum,9025.79,269.21,1319.34,MP
232261,Dinophysis sacculus,7330.38,225.62,1112.63,MP
110015,Gonyaulax digitale,19242.24,511.94,2452.56,PP
109921,Noctiluca scintillans,65449791.67,510021.08,1914443.11,PZ
233365,Peridiniella catenata,5747.02,183.51,911.58,PP
233369,Peridiniella danica,2722.71,97.32,494.4,PZ
109872,Gyrodinium pingue,2831.62,100.61,510.54,PZ
110321,Protoceratium reticulatum,33510.29,819.9,3863.09,PP
110229,Protoperidinium leonis,31826.19,784.78,3703.35,PZ
576287,Protoperidinium longispinum,77207.72,1665.35,7652.58,PZ
837455,Tripos inflatus,282743.1,5013.19,22156.63,PP
837459,Tripos lineatus,17540.54,473.23,2273.45,PP
110652,Eutreptiella gymnastica,1590.43,,,PP
134563,Mantoniella squamata,25.66,,,MP
115129,Chrysochromulina spinifera,339.29,,,MP
115104,Emiliania huxleyi,65.45,,,MP
160538,Phaeocystis globosa,113.1,,9,PP
670030,Prymnesium polylepis,326.73,,,MP
134559,Pyramimonas virginica,12.57,,,PP
156611,Chaetoceros convolutus,7634.06,91.84,405.8,PP
149221,Chaetoceros curvisetus,4123.34,55.08,246.24,PP
149122,Chaetoceros didymus,1636.24,25.58,116.37,PP
160521,Chaetoceros eibenii,22089.3,221.84,960.56,PP
162823,Attheya septentrionalis,36.82,1.1,5.36,PP
149096,Aulacoseira distans,916.56,15.81,72.73,PP
558243,Bacillaria paxillifera,2375,34.85,157.42,PP
156617,Chaetoceros lorenzianus,18849.54,194.47,844.62,PP
616463,Chaetoceros seiracanthus,3534.29,48.47,217.3,PP
149123,Chaetoceros socialis,251.33,5.4,25.47,PP
156621,Chaetoceros subtilis,15904.3,168.9,735.9,PP
149376,Cocconeis scutellum,7071.52,86.19,381.37,PP
149159,Coscinodiscus centralis,3141590,13583.03,53527.97,PP
162761,Coscinodiscus rothii,678583.44,3807.09,15446.24,PP
172418,Fragilariopsis cylindrus,110.66,2.73,13.09,PP
149113,Guinardia striata,84822.93,677.69,2860.33,PP
149135,Lauderia annulata,35342.89,327.68,1406.26,PP
149039,Leptocylindrus minimus,353.43,7.17,33.58,PP
149043,Melosira varians,2431.59,35.53,160.45,PP
149346,Meridion circulare,1084.34,18.18,83.35,PP
149046,Nitzschia acicularis,474.69,9.16,42.65,PP
149060,Podosira stelligera,255797.42,1694.01,7001.58,PP
149105,Roperia tesselata,65335.25,545.68,2314.61,PP
149187,Synedra ulna,240,5.2,24.53,PP
149102,Thalassiosira gravida,12566.36,138.9,607.93,PP
148942,Thalassiosira rotula,,,,PP
341603,Paraphysomonas imperforata,38.79,,,PZ
119077,Leucocryptos marina,155.45,,,PZ
177590,Pseudanabaena limnetica,,,,PP
157260,Dictyocha speculum,1150.35,23.27,87.44,PP
418467,Asteromphalus brookei,17241.05,180.6,785.68,NA
418515,Chaetoceros sociale,251.33,5.4,25.47,NA
418594,Triceratium broeckii,20341.69,207.17,898.45,NA
418632,Synedra superba,240,5.2,24.53,NA
418647,Thalassionema cf. bacillare,1083.19,18.16,83.28,NA
422729,Pyrocystis hamulus var. semicircularis,37699.08,906.12,4254.3,NA
427395,Ascampbelliella aperta,1989.67,40.76,275.41,NA
427431,Tintinnopsis rotundata,9202.76,195.26,1160.22,NA
427529,Amphorella brandti,40674.17,893.02,4683.53,NA
427530,Amphorella minor,8835.72,187.3,1116.72,NA
451663,Komma spp.,66.27,,,NA
494057,Tripos furca type,20943.93,550.12,2628.82,MP
495381,Pyramimonas moestrupii,32.72,,,NA
547745,Parahistioneis para,,,,NA
553413,Dictyocha fibula f. rhombica,4090.61,85.19,244.65,NA
572022,Cryptomonas pyrenoidifera,1309,,,NA
573421,Ethmodiscus gazellae,2155130740,3070052.45,10686601,NA
573475,Hemiaulus indicus,64512.55,539.97,2290.94,PP
573846,Rhodomonas duplex,131.95,,,NA
577789,Nitzschia praecurta,32300,304.09,1307.24,NA
580799,Parvicorbicula pulchella,,,,NA
584811,Proplectella globosa,,,,NA
593824,Thalassiosira striata,7068.58,86.16,381.24,NA
593846,Nitzschia directa,32300,304.09,1307.24,NA
146538,Lyngbya spp.,28274.31,8,0.2,NA
146557,Microcystis spp.,14.14,8,0.2,NA
146565,Chroococcus spp.,523.6,8,0.2,NA
148899,Pennate diatom,180,4.09,19.43,PP
148911,Cyclotella stylorum,8042.47,95.9,423.31,NA
148912,Thalassiosira spp. 80-100 µm,63617.2,533.74,2265.12,PP
148917,Coscinodiscus spp. 200-300 µm,2945240.63,12874.58,50798.33,PP
148940,Ethmodiscus spp.,2155130740,3070052.45,10686601,NA
148947,Actinoptychus spp.,567449.69,3281.88,13360.65,NA
148953,Asterionella spp.,1366.99,22.03,100.58,NA
148963,Odontella spp. 150-200 µm cell length,376990.8,2337.31,9589.52,PP
148967,Biddulphia spp.,2291765.36,10454.52,41446.75,PP
148985,Chaetoceros brevis/laciniosus,3652.06,49.8,223.16,PP
148985,Chaetoceros spp. 30-40 µm,10995.57,124.33,545.53,PP
149003,Cylindrotheca spp.,2928.52,41.46,186.57,NA
149013,Diatoma spp.,1210,19.91,91.1,NA
149018,Diploneis spp.,27708.82,267.75,1154.4,PP
149023,Ditylum brightwellii > 40 µm width,112000,853.52,3583.51,NA
149028,Fragilaria / Fragilariopsis,471.24,9.1,42.4,NA
149031,Navicula cf. 40-60 µm length,2062.5,31,140.4,PP
149038,Leptocylindrus cf. spp.,3155.73,44.12,198.23,NA
149038,Leptocylindrus spp.,3155.73,44.12,198.23,PP
149042,Melosira spp.,7853.98,94.03,415.25,PP
149045,Nitzschia spp.,1000,17,78.05,PP
149054,Paralia spp.,115453.43,875.31,3672.86,PP
149084,Surirella spp.,15904.3,168.9,735.9,PP
149109,Corethron spp.,12067.31,134.31,588.27,PP
149115,Rhizosolenia setigera group,45238.9,402.2,1717.96,PP
149121,Chaetoceros densus,19641.81,201.23,873.3,PP
149146,Trachyneis spp.,14922.55,160.2,698.84,NA
149153,Pseudo-nitzschia delicatissima,95.52,2.42,11.62,NA
149167,Proboscia spp.,66366.09,552.81,2344.18,PP
149181,Pleurosigma spp. > 450 µm,151250,1095.24,4572.2,PP
149208,Pinnularia spp.,20000,204.28,886.19,NA
149274,Coscinodiscus cf. asteromphalus,678583.44,3807.09,15446.24,NA
251729,Proboscia alata f. gracillima,66366.09,552.81,2344.18,NA
254448,Chaetoceros aequatorialis,3534.29,48.47,217.3,PP
341300,Daturella spp.,1256636,29855.18,117376.3,NA
341368,Thalassiosira gracilis var. expecta,1709.02,26.52,120.55,NA
341518,Thalassiosira oliveriana,31865.15,300.69,1292.95,NA
341559,Fragilariopsis rhombica,2635.01,37.98,171.26,NA
341600,Paraphysomonas butcheri,11.49,,,NA
341657,Codonellopsis balechi,2356.19,48.45,322.8,NA
341658,Codonellopsis gausii,79586.95,1774.56,8796.57,NA
341668,Epiplocylis cf. undella,28274.31,615.61,3328.74,PZ
341673,Rhabdonella amor,130899.58,2952.27,14035.49,PZ
367250,Carteria spp.,382.88,,,NA
375675,Vacuolaria virescens,,,,NA
375916,Skeletonema pseudocostatum,410.5,8.12,37.91,NA
375970,Octactis octonaria,4090.61,85.19,244.65,PP
376490,Richelia intracellularis,7068.58,8,0.2,NA
376677,Dictyocha antarctica,4090.61,85.19,244.65,NA
391613,Dictyocysta mitra,1989.67,40.76,275.41,NA
410024,Sagenoarium spp.,,,,NA
417136,Codonella galea,28274.31,615.61,3328.74,NA
417172,Epiplocylis healdi,115207.86,2590.74,12449.57,NA
417228,Salpingella acuminata,28274.31,615.61,3328.74,PZ
417259,Xystonella lanceolata,327250.27,7537.91,33181.42,NA
418127,Gyrodinium instriatum,,,,NA
418144,Peridinium gatunense,9676.1,285.59,1396.7,NA
149288,Chaetoceros cf. atlanticus,1696.46,26.36,119.83,PP
149298,Chaetoceros vistulae,441.79,8.63,40.24,NA
149305,Bellerochea spp.,60750,513.7,2181.97,PP
149314,Plagiogramma cf. spp.,49087.34,430.4,1835.56,NA
149342,Licmophora spp. > 150 µm,14895.26,159.95,697.81,NA
149398,Diploneis fusca,27708.82,267.75,1154.4,NA
149405,Diploneis ovalis,27708.82,267.75,1154.4,NA
149411,Anomoeoneis spp.,,,,NA
149508,Pleurosigma delicatulum,6000,75.2,333.79,NA
149532,Amphora veneta,195700.11,1356.39,5634.73,NA
149553,Gomphonema spp.,4173.36,55.64,248.66,NA
149635,Gyroosigma fasciola,6000,75.2,333.79,NA
156619,Chaetoceros perpusillus,3534.29,48.47,217.3,NA
157431,Chaetoceros diversus,1058.86,17.82,81.76,NA
157458,Fragilaria striatula,1102.7,18.43,84.49,NA
160567,Aphanizomenon spp.,1256.64,8,0.2,NA
160724,Amphora rhombica,195700.11,1356.39,5634.73,NA
163047,Chaetoceros subsecundus,9053.67,105.81,465.99,NA
163250,Hemiaulus sinensis,25132.72,246.92,1066.56,PP
163339,Phacus spp.,4398.23,,,NA
163342,Pseudosolenia spp. ~30 µm cell width,353428.88,2215.41,9100.5,PP
163712,Synedra fulgens,240,5.2,24.53,NA
177595,Romeria spp.,4.71,8,0.2,NA
178059,Campyloneis spp.,62203.48,523.88,2224.21,NA
178241,Chaetoceros tetrastichon,4948,64.08,285.48,NA
178623,Dictyosphaerium spp.,4090.61,,,NA
179212,Amphora gigantea,195700.11,1356.39,5634.73,NA
179605,Coscinodiscus gigas,30145764.98,88740.23,335000.17,NA
179992,Coscinodiscus concavus,678583.44,3807.09,15446.24,NA
180366,Hemidiscus spp.,1590429.94,7720.04,30819.16,PP
180375,Hydrosera spp.,,,,NA
180422,Minidiscus trioculatus,41.37,1.21,5.9,NA
183559,Coxliella laciniosa,,,,NA
183563,Epiplocylis blanda,470093.13,10918.74,46623.34,NA
232115,Brachidinium capitatum,45814.85,1069.24,4990.89,NA
232118,Citharistes apsteinii,29688.03,739.78,3498.31,NA
232121,Amphisolenia bifurcata,39269.88,938.08,4398.94,NA
232134,Amphisolenia laticincta,39269.88,938.08,4398.94,NA
232171,Dinophysis carpentariae,7330.38,225.62,1112.63,NA
232185,Dinophysis exigua,7330.38,225.62,1112.63,NA
232290,Dinophysis cf. truncata,65889.61,1455.65,6720.86,NA
232327,Histioneis biremis,,,,NA
232335,Histioneis elongata,,,,NA
232336,Histioneis crateriformis,3926.99,132.81,667.34,NA
232347,Histioneis diamantinae,,,,NA
232355,Parahistioneis garrettii,,,,NA
232400,Prorocentrum cf. maculosum,,,,NA
232401,Histioneis tubifera,,,,NA
232425,Ornithocercus formosus,16755.15,455.18,2189.73,NA
232441,Prorocentrum cf. emarginatum,2047.27,76.4,391.44,NA
232460,Phalacroma cuneus,30237.8,751.4,3551.27,NA
232461,Prorocentrum cf. concavum,2047.27,76.4,391.44,NA
232476,Phalacroma hindmarchii,30237.8,751.4,3551.27,NA
232492,Phalacroma rapa,30237.8,751.4,3551.27,NA
232496,Dinophysis nasuta,7330.38,225.62,1112.63,NA
232511,Phalacroma pulchrum,30237.8,751.4,3551.27,NA
232577,Amphidinium extensum,3239.13,112.78,569.97,NA
232585,Amphidinium hadai,1256.64,50.48,262.46,NA
232595,Pyrophacus vancampoae cyst,368613.23,6279.15,27531.84,NA
232625,Podolampas palmipes,6283.18,197.94,980.67,MP
232663,Cochlodinium faurei,23090.69,597.64,2847.53,NA
232716,Gymnodinium cf. aureolum,737.23,32.1,169.58,NA
232721,Gymnodinium biconicum,737.23,32.1,169.58,NA
232725,Gymnodinium boguense,737.23,32.1,169.58,NA
232865,Gymnodinium situla,737.23,32.1,169.58,NA
232883,Gymnodinium virescens,737.23,32.1,169.58,NA
232984,Protoperidinium raphanum,77207.72,1665.35,7652.58,NA
233114,Proterythropsis crassicaudata,,,,NA
233648,Heterodinium crassipes,65449.79,1447.4,6684.09,NA
233662,Heterodinium hindmarchii,65449.79,1447.4,6684.09,NA
233862,Oxytoxum latum,3534.29,121.45,612.17,NA
235755,Tintinnopsis compressa,11802.95,251.87,1465.62,NA
235825,Pleurochrysis spp.,696.91,,,NA
235828,Calyptrosphaera spp.,5575.28,,,NA
235891,Calyptrolithophora gracillima,1767.14,,,NA
235898,Helladosphaera cornifera,91.63,,,NA
235910,Algirosphaera spp.,523.6,,,NA
235974,Scyphosphaera spp.,4188.79,,,NA
235979,Syrachosphaera pulchra,,,,NA
236039,Syracosphaera molischii,523.6,,,NA
240440,Acanthostomella minutissima,,,,NA
246609,Pseudo-nitzschia turgidula,225,4.93,23.28,NA
247939,Eutintinnus cf. lusus-undae,35342.89,773.47,4104.67,NA
248069,Asterolampra spp.,147949.84,1075.37,4491.13,NA
248097,Apedinella spinifera,150.8,,,NA
248138,Nitzschia cylindrus,32300,304.09,1307.24,NA
11,Ciliate 40-50 µm,,,,NA
801,Chlorophyta,35342.89,,,PP
8012,Euglena spp.,8069.96,,,PP
17638,Cryptophyta < 10 µm length,785.4,,,NA
106283,Plagioselmis spp.,85.08,,,NA
106286,Goniomonas spp.,220.89,,,NA
106303,Plagioselmis prolonga,85.08,,,NA
109392,Gymnodinioid dinoflagellate 10-20 µm,737.23,32.1,169.58,MP
109515,Diplopsalis spp. cyst,418.88,19.86,106.73,NA
109528,Oxytoxum spp.,3534.29,121.45,612.17,PP
109534,Coolia spp.,10471.97,305.41,1490.1,NA
109542,Oblea spp.,3547.9,121.85,614.1,NA
109549,Peridinium spp.,9676.1,285.59,1396.7,PP
109553,Protoperidinium cerasus/ovatum,37699.08,906.12,4254.3,NA
109553,Protoperidinium oceanicum/oblongum,155992.04,3025.7,13613.33,NA
109557,Thecadinium spp.,2356.19,86.08,439.19,NA
109569,Pyrocystis spp. cyst,37699.08,906.12,4254.3,NA
109636,Dinophysis mucronata,7330.38,225.62,1112.63,NA
109651,Dinophysis punctata,16493.35,449.14,2161.67,NA
109691,Ornithocercus geniculatus,7068.58,218.76,1079.98,NA
