SAMPLE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,SPCODE,COUNTS,SAMPVOL_L
103,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,2,1.13112
103,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,9,1.13112
103,Actinotroch of phoronid worm,NON-COPEPOD,Phoronid,(null),(null),148378,3,1.13112
103,Anomuran zoea,NON-COPEPOD,Decapod,(null),(null),106671,2,1.13112
103,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,20,1.13112
103,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,5,1.13112
124,Calanid CIV,COPEPOD,Copepod,(null),(null),104079,2,0.622116
124,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,8,1.244232
124,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,7,1.244232
124,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,1,0.622116
124,Oithona Grp1 (flat head) f,COPEPOD,Copepod,Oithona,grp 1,106485,19,1.244232
124,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,20,1.244232
82,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,1,0.622116
82,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,1,0.622116
82,Urocorycaeus lautus m,COPEPOD,Copepod,Urocorycaeus,lautus,128822,1,0.622116
121,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,8,1.13112
121,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,346152,2,1.13112
121,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,5,1.13112
121,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,2,1.13112
121,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,1,1.13112
121,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,3,1.13112
121,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,2,1.13112
121,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,132,1.13112
20,Acrocalanus gibber f,COPEPOD,Copepod,Acrocalanus,gibber,104645,1,0.28278
82,Subeucalanus crassus f,COPEPOD,Copepod,Subeucalanus,crassus,104544,1,0.622116
82,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,2,1.244232
82,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,67,1.244232
82,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),1371,1,0.622116
81,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,1,1.13112
81,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,1,1.13112
151,Calanid CIV,COPEPOD,Copepod,(null),(null),104079,1,1.13112
151,Anthomedusae,NON-COPEPOD,Cnidarian,(null),(null),151687,2,1.13112
151,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,87,1.13112
81,Paracalanus aculeatus m,COPEPOD,Copepod,Paracalanus,aculeatus,104681,1,1.13112
81,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,2,1.13112
138,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,(null),(null),146142,1,0.509004
138,Isopod,NON-COPEPOD,Isopod,(null),(null),1131,2,0.509004
138,Obelia spp.,NON-COPEPOD,Cnidarian,Obelia,spp.,117034,1,0.509004
81,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,2,1.13112
81,Echinoderm larvae,NON-COPEPOD,Echinoderm,(null),(null),1806,1,1.13112
81,Egg,NON-COPEPOD,Egg,(null),(null),(null),4,1.13112
81,Hyperiid amphipod,NON-COPEPOD,Amphipod,(null),(null),101796,1,1.13112
3,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,4,1.244232
3,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,104669,1,0.622116
3,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,5,1.244232
3,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,13,1.244232
3,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1130,2,1.244232
3,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,2,0.622116
303,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,220838,9,1.13112
303,Candacia bipinnata m,COPEPOD,Copepod,Candacia,bipinnata,104475,2,1.13112
303,Urocorycaeus lautus m,COPEPOD,Copepod,Urocorycaeus,lautus,128822,1,1.13112
303,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,2,1.13112
303,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,116382,3,1.13112
303,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,60,1.13112
303,Oncaea mediterranea complex m,COPEPOD,Copepod,Oncaea,mediterranea complex,128939,1,1.13112
303,Pontella spp.,COPEPOD,Copepod,Pontella,spp.,104209,1,1.13112
303,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,6,1.13112
303,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,80,1.13112
86,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,104669,7,9.04896
86,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,1,4.52448
86,Copepod damaged / unidentified,COPEPOD,Copepod,(null),(null),1080,3,9.04896
86,Calanoid j,COPEPOD,Copepod,(null),(null),1100,120,9.04896
86,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,128938,16,9.04896
86,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,9,9.04896
107,Acartia (Acartia) danae m,COPEPOD,Copepod,Acartia (Acartia),danae,346026,1,1.809792
107,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,1,1.809792
107,Oncaea venusta complex m,COPEPOD,Copepod,Oncaea,venusta complex,128954,61,6.334272
107,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,38,6.334272
107,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,2,1.809792
107,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,37,6.334272
175,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,2,2.26224
52,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,346152,4,2.26224
52,Copepod damaged / unidentified,COPEPOD,Copepod,(null),(null),1080,11,1.13112
26,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,1,0.509004
52,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,56,2.26224
52,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,1,1.13112
52,Oncaea paraclevei f,COPEPOD,Copepod,Oncaea,paraclevei,361875,1,1.13112
175,Clausocalanus spp. f,COPEPOD,Copepod,Clausocalanus,spp.,104161,1,1.13112
26,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,3,1.018008
26,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,128634,2,0.509004
26,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,8,1.018008
26,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,9,1.018008
26,Egg mass,NON-COPEPOD,Egg,(null),(null),(null),1,0.509004
175,Harpacticoid j,COPEPOD,Copepod,(null),(null),1102,4,2.26224
175,Oithona Grp1 (flat head) f,COPEPOD,Copepod,Oithona,grp 1,106485,30,2.26224
175,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,18,2.26224
175,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,128938,5,2.26224
175,Facetotecta nauplii,NON-COPEPOD,Thecostraca,(null),(null),150305,1,1.13112
174,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,104669,2,1.13112
174,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,2,2.26224
174,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,109921,52,2.26224
50,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,2,0.509004
50,Barnacle cyprid,NON-COPEPOD,Cirripedia,(null),(null),1082,1,0.509004
181,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,1,1.13112
183,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,3,1.13112
153,Clausocalanus spp. f,COPEPOD,Copepod,Clausocalanus,spp.,104161,13,3.167136
153,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,104191,2,3.167136
153,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,28,3.167136
153,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,106278,2,3.167136
53,Calanoid j,COPEPOD,Copepod,(null),(null),1100,177,0.5881824
53,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,4,0.5881824
53,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,9,0.5881824
53,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,6,0.5881824
181,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,5,1.13112
181,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,83,1.13112
181,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,354022,2,1.13112
181,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,3,1.13112
181,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,6,1.13112
181,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,71,1.13112
183,Calanoid j,COPEPOD,Copepod,(null),(null),1100,49,1.13112
183,Cosmocalanus darwinii f,COPEPOD,Copepod,Cosmocalanus,darwinii,361259,2,1.13112
183,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,139,1.13112
183,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,5,1.13112
179,Bestiolina similis m,COPEPOD,Copepod,Bestiolina,similis,346152,1,1.13112
153,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,3,2.26224
179,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,130,1.13112
179,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,41,1.13112
179,Oncaea media complex m,COPEPOD,Copepod,Oncaea,media complex,128938,3,1.13112
179,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,4,1.13112
179,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,3,1.13112
123,Nannocalanus minor f,COPEPOD,Copepod,Nannocalanus,minor,104469,2,2.8278
153,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,1,2.26224
106,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,79,0.509004
106,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,92,0.509004
106,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,1,0.509004
84,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,346152,5,2.036016
84,Clausocalanus furcatus m,COPEPOD,Copepod,Clausocalanus,furcatus,104503,1,0.509004
84,Oithona Grp3 (pointy head) f,COPEPOD,Copepod,Oithona,grp 3,106485,7,1.527012
52,Corycaeus speciosus f,COPEPOD,Copepod,Corycaeus,speciosus,128800,1,1.13112
52,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,3,1.13112
166,Acartia (Acartia) danae m,COPEPOD,Copepod,Acartia (Acartia),danae,346026,1,0.2940912
166,Copepod damaged / unidentified,COPEPOD,Copepod,(null),(null),1080,2,0.2940912
166,Ditrichocorycaeus dahli f,COPEPOD,Copepod,Ditrichocorycaeus,dahli,764980,2,0.5881824
166,Nannocalanus minor m,COPEPOD,Copepod,Nannocalanus,minor,104469,2,0.2940912
166,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,2,0.2940912
166,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,1,0.2940912
166,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,12,0.5881824
166,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,128690,4,0.5881824
174,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,104193,1,1.13112
166,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,11,0.5881824
166,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,24,0.2940912
166,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,3,0.2940912
166,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,2,0.2940912
166,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),1371,1,0.2940912
105,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,8,2.714688
105,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,104669,9,2.714688
105,Calocalanus plumulosus f,COPEPOD,Copepod,Calocalanus,plumulosus,211848,5,2.714688
105,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,3,0.904896
105,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,50,2.714688
105,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,7,2.714688
105,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,(null),(null),146142,2,2.714688
105,Calocalanus spp. m,COPEPOD,Copepod,Calocalanus,spp.,104193,1,1.809792
105,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,128938,2,1.809792
105,Undinula vulgaris m,COPEPOD,Copepod,Undinula,vulgaris,104473,1,1.809792
105,Echinoderm larvae,NON-COPEPOD,Echinoderm,(null),(null),1806,1,1.809792
123,Ditrichocorycaeus erythraeus m,COPEPOD,Copepod,Ditrichocorycaeus,erythraeus,764981,1,2.8278
123,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,2,2.8278
86,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,1,4.52448
86,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,116382,1,4.52448
123,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,1,2.8278
139,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,11,0.5881824
139,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,4,0.5881824
139,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,5,0.5881824
26,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,1,0.509004
26,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),1371,1,0.509004
26,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,104193,3,0.509004
84,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,34,1.527012
84,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,10,1.527012
145,Onychocorycaeus pacificus f,COPEPOD,Copepod,Onychocorycaeus,pacificus,359744,1,1.13112
145,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,5,2.26224
145,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,49,2.26224
145,Oncaea venusta complex f,COPEPOD,Copepod,Oncaea,venusta complex,128954,7,1.13112
145,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,1,1.13112
145,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,128938,3,1.13112
84,Oithona Grp4 (round head) f,COPEPOD,Copepod,Oithona,grp 4,106485,3,1.018008
84,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),106673,1,0.509004
107,Nannocalanus minor m,COPEPOD,Copepod,Nannocalanus,minor,104469,1,4.52448
107,Echinoderm larvae,NON-COPEPOD,Echinoderm,(null),(null),1806,7,4.52448
107,Euphausiid adult,NON-COPEPOD,Euphausiid,(null),(null),110671,1,4.52448
107,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),102,4,4.52448
40,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,4,4.52448
40,Calocalanus spp. j,COPEPOD,Copepod,Calocalanus,spp.,104193,1,4.52448
40,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,1,4.52448
40,Harpacticoid j,COPEPOD,Copepod,(null),(null),1102,2,4.52448
40,Oncaea venusta complex f,COPEPOD,Copepod,Oncaea,venusta complex,128954,16,4.52448
40,Pleuromamma gracilis m,COPEPOD,Copepod,Pleuromamma,gracilis,104639,1,4.52448
40,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,104191,8,4.52448
84,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,10,0.509004
23,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,12,2.4997752
23,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,35,1.7645472
126,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,2,3.95892
88,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,104193,2,1.018008
88,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,128938,3,1.527012
88,Echinoderm larvae,NON-COPEPOD,Echinoderm,(null),(null),1806,4,1.527012
88,Egg,NON-COPEPOD,Egg,(null),(null),(null),1,0.509004
154,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,3,1.018008
154,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,3,1.018008
154,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,68,1.018008
154,Oncaea venusta venella f,COPEPOD,Copepod,Oncaea,venusta venella,363588,5,1.018008
154,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,15,1.018008
154,Cnidarian larvae,NON-COPEPOD,Cnidarian,(null),(null),1267,1,0.509004
154,Lucifer spp. f,NON-COPEPOD,Decapod,Lucifer,spp.,106827,1,0.509004
154,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,6,0.509004
126,Oncaea venusta medium hump f,COPEPOD,Copepod,Oncaea,venusta medium hump,128954,2,1.13112
126,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,5,1.13112
109,Oncaea mediterranea slender f,COPEPOD,Copepod,Oncaea,mediterranea slender,128939,1,2.8278
109,Triconia spp. f,COPEPOD,Copepod,Triconia,spp.,128691,3,2.8278
126,Trochophore larvae,NON-COPEPOD,Polychaete,(null),(null),882,2,1.13112
154,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,4,0.509004
154,Acartia (Acanthacartia) tonsa m,COPEPOD,Copepod,Acartia (Acanthacartia),tonsa,345943,3,0.509004
154,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,116382,1,0.509004
154,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,2,0.509004
126,Calanoides carinatus f,COPEPOD,Copepod,Calanoides,carinatus,104462,1,2.8278
126,Candacia bipinnata f,COPEPOD,Copepod,Candacia,bipinnata,104475,1,2.8278
110,Ophiurida larvae,NON-COPEPOD,Echinoderm,(null),(null),123117,4,0.622116
82,Calanid CV,COPEPOD,Copepod,(null),(null),104079,2,0.622116
82,Nannocalanus minor f,COPEPOD,Copepod,Nannocalanus,minor,104469,1,0.622116
110,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,1,0.622116
110,Microsetella norvegica m,COPEPOD,Copepod,Microsetella,norvegica,116115,3,0.622116
883,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,5,0.28278
883,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,2,0.28278
883,Lubbockia spp. j,COPEPOD,Copepod,Lubbockia,spp.,128672,1,0.28278
883,Nauplii harpacticoid,COPEPOD,Copepod,(null),(null),1102,5,0.28278
883,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,1,0.28278
184,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,2,0.622116
883,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,3,0.28278
126,Mecynocera clausi f,COPEPOD,Copepod,Mecynocera,clausi,104616,2,2.8278
5,Oithona Grp3 (pointy head) f,COPEPOD,Copepod,Oithona,grp 3,106485,9,1.244232
5,Undinula vulgaris f,COPEPOD,Copepod,Undinula,vulgaris,104473,2,1.244232
5,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,6,1.244232
5,Lucifer spp. f,NON-COPEPOD,Decapod,Lucifer,spp.,106827,1,0.622116
23,Paracalanus aculeatus m,COPEPOD,Copepod,Paracalanus,aculeatus,104681,1,0.735228
87,Corycaeus crassiusculus f,COPEPOD,Copepod,Corycaeus,crassiusculus,128799,1,0.622116
87,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,128690,6,1.244232
87,Undinula vulgaris f,COPEPOD,Copepod,Undinula,vulgaris,104473,1,0.622116
1,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,1,2.8278
1,Oithona Grp3 (pointy head) f,COPEPOD,Copepod,Oithona,grp 3,106485,9,3.95892
88,Ditrichocorycaeus spp. f,COPEPOD,Copepod,Ditrichocorycaeus,spp.,128635,2,0.509004
88,Mecynocera spp. j,COPEPOD,Copepod,Mecynocera,spp.,104184,1,0.509004
88,Hydromedusae,NON-COPEPOD,Cnidarian,(null),(null),1337,1,0.509004
17,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,346152,1,1.27251
17,Calanoid j,COPEPOD,Copepod,(null),(null),1100,277,1.27251
17,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,27,1.27251
17,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,6,1.27251
17,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,1,1.27251
17,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,3,1.27251
17,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,14,1.27251
17,Oncaea venusta medium f,COPEPOD,Copepod,Oncaea,venusta medium,128954,2,1.27251
17,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,1,1.27251
88,Acartia spp. m,COPEPOD,Copepod,Acartia,spp.,104108,1,0.509004
88,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,1,0.509004
17,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,7,1.27251
17,Echinoderm larvae,NON-COPEPOD,Echinoderm,(null),(null),1806,3,1.27251
17,Euphausiid calyptope,NON-COPEPOD,Euphausiid,(null),(null),110671,1,1.27251
17,Hydromedusae,NON-COPEPOD,Cnidarian,(null),(null),1337,2,1.27251
17,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,29,1.27251
180,Calocalanus plumulosus f,COPEPOD,Copepod,Calocalanus,plumulosus,211848,1,0.622116
180,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,3,1.244232
88,Facetotecta nauplii,NON-COPEPOD,Thecostraca,(null),(null),150305,1,0.509004
180,Farranula concinna f,COPEPOD,Copepod,Farranula,concinna,346476,1,0.622116
180,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,22,1.244232
180,Oithona Grp3 (pointy head) f,COPEPOD,Copepod,Oithona,grp 3,106485,5,1.244232
53,Medusa,NON-COPEPOD,Cnidarian,(null),(null),135220,1,0.2940912
23,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,104669,1,1.470456
23,Ditrichocorycaeus dahli f,COPEPOD,Copepod,Ditrichocorycaeus,dahli,764980,3,1.470456
23,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,14,1.470456
109,Calanid CIV,COPEPOD,Copepod,(null),(null),104079,2,1.13112
184,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,1,0.622116
171,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,3,1.244232
171,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,4,1.244232
85,Harpacticoid j,COPEPOD,Copepod,(null),(null),1102,7,1.13112
70,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,3,1.7645472
85,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,62,2.26224
70,Nauplii copepod,COPEPOD,Copepod,(null),(null),1080,85,1.7645472
9,Nauplii copepod,COPEPOD,Copepod,(null),(null),1080,81,0.8822736
9,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,79,0.8822736
111,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,6,5.09004
111,Copilia mirabilis f,COPEPOD,Copepod,Copilia,mirabilis,129038,1,2.8278
111,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,3,2.8278
70,Undinula vulgaris f,COPEPOD,Copepod,Undinula,vulgaris,104473,4,2.205684
70,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,2,1.0293192
70,Echinoderm larvae,NON-COPEPOD,Echinoderm,(null),(null),1806,27,2.4997752
70,Fish larvae,NON-COPEPOD,Fish,(null),(null),11676,3,0.735228
70,Flaccisagitta enflata,NON-COPEPOD,Chaetognath,Flaccisagitta,enflata,105434,8,1.7645472
70,Insect terrestrial,NON-COPEPOD,Other,(null),(null),(null),1,0.735228
9,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,106652,7,1.470456
9,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,8,0.8822736
9,Egg,NON-COPEPOD,Egg,(null),(null),(null),5,0.8822736
294,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,1,0.622116
294,Clausocalanus furcatus m,COPEPOD,Copepod,Clausocalanus,furcatus,104503,1,0.622116
294,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),23000,1,0.622116
