TRIP_CODE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,SPCODE,ZOOP_ABUNDANCE_M3
MAI20141029,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,8.6443
MAI20140821,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,46.2079
MAI20150723,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,28.2905
MAI20150811,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,42.4358
PHB20150518,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,7.0726
ROT20161214,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,7.0726
MAI20180315,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,9.4302
MAI20190731,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,5.6581
MAI20201020,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,136.7376
MAI20100527,Clausocalanus spp. f,COPEPOD,Copepod,Clausocalanus,spp.,104161,6.1886
KAI20100419,Clausocalanus spp. f,COPEPOD,Copepod,Clausocalanus,spp.,104161,3.5363
KAI20130423,Clausocalanus spp. f,COPEPOD,Copepod,Clausocalanus,spp.,104161,1.7682
MAI20130924,Clausocalanus spp. f,COPEPOD,Copepod,Clausocalanus,spp.,104161,3.6837
IIOE20190521,Clausocalanus spp. f,COPEPOD,Copepod,Clausocalanus,spp.,104161,7.0726
IIOE20190522,Clausocalanus spp. f,COPEPOD,Copepod,Clausocalanus,spp.,104161,1.7682
IIOE20190606,Clausocalanus spp. f,COPEPOD,Copepod,Clausocalanus,spp.,104161,3.5363
IIOE20190607,Clausocalanus spp. f,COPEPOD,Copepod,Clausocalanus,spp.,104161,3.5363
MAI20151118,Clytemnestra scutellata m,COPEPOD,Copepod,Clytemnestra,scutellata,115805,1.1788
MAI20091207,Clytemnestra spp. j,COPEPOD,Copepod,Clytemnestra,spp.,115273,0.7367
DAR20160201_2130,Clytemnestra spp. j,COPEPOD,Copepod,Clytemnestra,spp.,115273,13.6012
MAI20090601,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,4.4204
MAI20090506,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,2.2102
MAI20090421,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,0.0438
NSI20091006,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,6.4297
KAI20100419,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,19.4497
YON20100521,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,6.8006
NSI20100916,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,4.2864
PHB20110914,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,4.4204
ROT20110826,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,7.8585
MAI20120222,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,3.7889
MAI20120524,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,0.5052
MAI20140408,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,5.239
MAI20140915,Copepod damaged / unidentified,COPEPOD,Copepod,,,1080,70.7264
PHB20090223,Calanoid j,COPEPOD,Copepod,,,1100,265.2238
PHB20090422,Calanoid j,COPEPOD,Copepod,,,1100,89.1152
NSI20090318,Calanoid j,COPEPOD,Copepod,,,1100,189.6752
NSI20090819,Calanoid j,COPEPOD,Copepod,,,1100,286.1203
MAI20090716,Calanoid j,COPEPOD,Copepod,,,1100,13.3496
NSI20091115,Calanoid j,COPEPOD,Copepod,,,1100,257.1868
PHB20090924,Calanoid j,COPEPOD,Copepod,,,1100,127.3074
NSI20100121,Calanoid j,COPEPOD,Copepod,,,1100,559.3812
PHB20100119,Calanoid j,COPEPOD,Copepod,,,1100,141.4527
ESP20100322,Calanoid j,COPEPOD,Copepod,,,1100,990.169
ROT20100315,Calanoid j,COPEPOD,Copepod,,,1100,285.5249
NSI20100618,Calanoid j,COPEPOD,Copepod,,,1100,964.4504
PHB20100908,Calanoid j,COPEPOD,Copepod,,,1100,615.3193
PHB20110203,Calanoid j,COPEPOD,Copepod,,,1100,221.6093
YON20100909,Calanoid j,COPEPOD,Copepod,,,1100,240.2883
ESP20110120,Calanoid j,COPEPOD,Copepod,,,1100,589.3863
PHB20110717,Calanoid j,COPEPOD,Copepod,,,1100,8.1014
DAR20111005,Calanoid j,COPEPOD,Copepod,,,1100,55.9917
PHB20111018,Calanoid j,COPEPOD,Copepod,,,1100,335.9502
NSI20120229,Calanoid j,COPEPOD,Copepod,,,1100,289.3351
ROT20120130,Calanoid j,COPEPOD,Copepod,,,1100,809.4239
YON20111213,Calanoid j,COPEPOD,Copepod,,,1100,287.1369
NSI20120620,Calanoid j,COPEPOD,Copepod,,,1100,1176.6294
PHB20120717,Calanoid j,COPEPOD,Copepod,,,1100,38.8995
YON20120726,Calanoid j,COPEPOD,Copepod,,,1100,512.9604
DAR20120730_0130,Calanoid j,COPEPOD,Copepod,,,1100,1302.008
KAI20130220,Calanoid j,COPEPOD,Copepod,,,1100,1.9803
YON20130912,Calanoid j,COPEPOD,Copepod,,,1100,1074.4966
NSI20130111,Calanoid j,COPEPOD,Copepod,,,1100,1093.0437
YON20130416,Calanoid j,COPEPOD,Copepod,,,1100,1700.1529
NSI20130520,Calanoid j,COPEPOD,Copepod,,,1100,1150.9108
NSI20130819,Calanoid j,COPEPOD,Copepod,,,1100,201.463
NSI20161215,Calanoid j,COPEPOD,Copepod,,,1100,694.4043
PHB20140317,Calanoid j,COPEPOD,Copepod,,,1100,178.5841
MAI20140122,Calanoid j,COPEPOD,Copepod,,,1100,15.717
NSI20140901,Calanoid j,COPEPOD,Copepod,,,1100,506.6579
PHB20140211,Calanoid j,COPEPOD,Copepod,,,1100,245.681
MAI20140807,Calanoid j,COPEPOD,Copepod,,,1100,22.765
PHB20140612,Calanoid j,COPEPOD,Copepod,,,1100,269.781
YON20140501,Calanoid j,COPEPOD,Copepod,,,1100,2353.0116
YON20140820,Calanoid j,COPEPOD,Copepod,,,1100,293.7864
NSI20170117,Calanoid j,COPEPOD,Copepod,,,1100,765.1306
ROT20150128,Calanoid j,COPEPOD,Copepod,,,1100,785.8484
MAI20150312,Calanoid j,COPEPOD,Copepod,,,1100,48.4981
PHB20141021,Calanoid j,COPEPOD,Copepod,,,1100,413.7492
NSI20150304,Calanoid j,COPEPOD,Copepod,,,1100,636.5372
NSI20150817,Calanoid j,COPEPOD,Copepod,,,1100,180.0307
NSI20150624,Calanoid j,COPEPOD,Copepod,,,1100,739.4119
ROT20160722,Calanoid j,COPEPOD,Copepod,,,1100,1665.9987
PHB20160201,Calanoid j,COPEPOD,Copepod,,,1100,275.8328
ROT20151022,Calanoid j,COPEPOD,Copepod,,,1100,447.9336
ROT20151215,Calanoid j,COPEPOD,Copepod,,,1100,416.4997
PHB20160229,Calanoid j,COPEPOD,Copepod,,,1100,254.6149
PHB20160407,Calanoid j,COPEPOD,Copepod,,,1100,235.7545
DAR20160530,Calanoid j,COPEPOD,Copepod,,,1100,3206.2616
PHB20160502,Calanoid j,COPEPOD,Copepod,,,1100,696.6546
YON20160601,Calanoid j,COPEPOD,Copepod,,,1100,1972.1773
YON20160624,Calanoid j,COPEPOD,Copepod,,,1100,1169.7052
MAI20160831,Calanoid j,COPEPOD,Copepod,,,1100,128.8791
MAI20160927,Calanoid j,COPEPOD,Copepod,,,1100,707.2636
PHB20160926,Calanoid j,COPEPOD,Copepod,,,1100,307.6597
ROT20161214,Calanoid j,COPEPOD,Copepod,,,1100,707.2636
MAI20161117,Calanoid j,COPEPOD,Copepod,,,1100,61.2962
YON20170322,Calanoid j,COPEPOD,Copepod,,,1100,2772.4733
YON20170528,Calanoid j,COPEPOD,Copepod,,,1100,905.2974
PHB20170205,Calanoid j,COPEPOD,Copepod,,,1100,321.8049
PHB20170517,Calanoid j,COPEPOD,Copepod,,,1100,410.2129
PHB20170614,Calanoid j,COPEPOD,Copepod,,,1100,763.8447
YON20170120,Calanoid j,COPEPOD,Copepod,,,1100,1033.6929
YON20171130,Calanoid j,COPEPOD,Copepod,,,1100,1128.9015
NSI20180417,Calanoid j,COPEPOD,Copepod,,,1100,649.3966
MAI20171123,Calanoid j,COPEPOD,Copepod,,,1100,6.6011
MAI20180711,Calanoid j,COPEPOD,Copepod,,,1100,52.809
ROT20181024,Calanoid j,COPEPOD,Copepod,,,1100,440.0751
MAI20181204,Calanoid j,COPEPOD,Copepod,,,1100,174.7357
NSI20180530,Calanoid j,COPEPOD,Copepod,,,1100,430.7878
DAR20180509,Calanoid j,COPEPOD,Copepod,,,1100,2873.2584
YON20180720,Calanoid j,COPEPOD,Copepod,,,1100,238.7015
PHB20181120,Calanoid j,COPEPOD,Copepod,,,1100,289.9781
DAR20190529,Calanoid j,COPEPOD,Copepod,,,1100,4774.0293
IIOE20190520,Calanoid j,COPEPOD,Copepod,,,1100,247.5423
IIOE20190521,Calanoid j,COPEPOD,Copepod,,,1100,190.9612
IIOE20190522,Calanoid j,COPEPOD,Copepod,,,1100,99.0169
IIOE20190529,Calanoid j,COPEPOD,Copepod,,,1100,350.0955
IIOE20190530,Calanoid j,COPEPOD,Copepod,,,1100,155.598
IIOE20190605,Calanoid j,COPEPOD,Copepod,,,1100,735.5541
PHB20190729,Calanoid j,COPEPOD,Copepod,,,1100,438.5034
YON20190124,Calanoid j,COPEPOD,Copepod,,,1100,834.571
PHB20200812,Calanoid j,COPEPOD,Copepod,,,1100,47.6472
DAR20200810,Calanoid j,COPEPOD,Copepod,,,1100,2298.6067
YON20190917,Calanoid j,COPEPOD,Copepod,,,1100,318.2686
NSI20191220,Calanoid j,COPEPOD,Copepod,,,1100,462.9362
NSI20200228,Calanoid j,COPEPOD,Copepod,,,1100,482.2252
NSI20201116,Calanoid j,COPEPOD,Copepod,,,1100,270.0461
NSI20080929,Nauplii copepod,COPEPOD,Copepod,,,1080,141.4527
NSI20081119,Nauplii copepod,COPEPOD,Copepod,,,1080,53.5806
NSI20100711,Nauplii copepod,COPEPOD,Copepod,,,1080,1260.2151
NSI20100817,Nauplii copepod,COPEPOD,Copepod,,,1080,533.6625
NSI20101215,Nauplii copepod,COPEPOD,Copepod,,,1080,958.0207
KAI20101213,Nauplii copepod,COPEPOD,Copepod,,,1080,228.0925
YON20100909,Nauplii copepod,COPEPOD,Copepod,,,1080,367.233
NSI20110220,Nauplii copepod,COPEPOD,Copepod,,,1080,842.2866
ROT20100820,Nauplii copepod,COPEPOD,Copepod,,,1080,935.1596
ROT20110125,Nauplii copepod,COPEPOD,Copepod,,,1080,6.2868
NSI20110915,Nauplii copepod,COPEPOD,Copepod,,,1080,382.5653
YON20150601,Nauplii copepod,COPEPOD,Copepod,,,1080,282.9054
YON20141120,Nauplii copepod,COPEPOD,Copepod,,,1080,380.8342
PHB20190626,Nauplii copepod,COPEPOD,Copepod,,,1080,155.598
MAI20100330,Copilia quadrata f,COPEPOD,Copepod,Copilia,quadrata,129039,0.6315
NSI20090318,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,128634,35.3632
NSI20090527,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,128634,15.0026
PHB20090518,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,128634,18.1868
NSI20090819,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,128634,16.0742
NSI20090916,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,128634,0.063
NSI20091215,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,128634,6.4297
YON20101101,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,128634,3.2003
YON20130808,Corycaeus spp.,COPEPOD,Copepod,Corycaeus,spp.,128634,1.943
NSI20100520,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,9.6445
PHB20110203,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,0.643
NSI20120229,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,3.2148
YON20130912,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,6.8006
ROT20130221,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,3.9292
ROT20130125,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,5.8939
MAI20130611,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,2.2102
ROT20121219,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,23.5755
PHB20130227,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,0.3215
ROT20131001,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,15.717
PHB20131202,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,1.1788
NSI20150119,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,6.4297
PHB20141112,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,7.1803
NSI20150304,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,19.289
ROT20150507,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,23.5755
KAI20150629,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,1.4145
PHB20160719,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,3.5363
NSI20160517,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,6.4297
PHB20160201,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,3.5363
ROT20160621,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,15.717
ROT20170303,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,28.2905
ROT20170523,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,15.717
MAI20180315,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,18.8604
NSI20180718,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,6.4297
PHB20180724,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,14.1453
MAI20190430,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,9.4302
NSI20190821,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,7.7156
IIOE20190604,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,10.609
IIOE20190605,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,10.609
KAI20190909,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,7.0726
NSI20200122,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,6.4297
PHB20200224,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,3.5363
NSI20090218,Corycaeidae j,COPEPOD,Copepod,,,128569,41.7928
NSI20090720,Corycaeidae j,COPEPOD,Copepod,,,128569,6.4297
PHB20090714,Corycaeidae j,COPEPOD,Copepod,,,128569,1.0104
ROT20091222,Corycaeidae j,COPEPOD,Copepod,,,128569,6.7358
YON20091123,Corycaeidae j,COPEPOD,Copepod,,,128569,95.2086
YON20101101,Corycaeidae j,COPEPOD,Copepod,,,128569,52.8047
NSI20110323,Corycaeidae j,COPEPOD,Copepod,,,128569,34.2916
KAI20110319,Corycaeidae j,COPEPOD,Copepod,,,128569,0.643
NSI20110606,Corycaeidae j,COPEPOD,Copepod,,,128569,28.9335
NIN20101108,Corycaeidae j,COPEPOD,Copepod,,,128569,3.5363
YON20110414,Corycaeidae j,COPEPOD,Copepod,,,128569,27.2024
YON20110720,Corycaeidae j,COPEPOD,Copepod,,,128569,54.4049
YON20110811,Corycaeidae j,COPEPOD,Copepod,,,128569,4.836
DAR20111005,Corycaeidae j,COPEPOD,Copepod,,,128569,4.9116
NSI20111013,Corycaeidae j,COPEPOD,Copepod,,,128569,12.8593
NSI20111220,Corycaeidae j,COPEPOD,Copepod,,,128569,12.8593
ROT20111020,Corycaeidae j,COPEPOD,Copepod,,,128569,39.2924
ROT20111221,Corycaeidae j,COPEPOD,Copepod,,,128569,31.4339
PHB20111206,Corycaeidae j,COPEPOD,Copepod,,,128569,1.4145
YON20120604,Corycaeidae j,COPEPOD,Copepod,,,128569,7.3237
NSI20120912,Corycaeidae j,COPEPOD,Copepod,,,128569,5.1437
NSI20130806,Corycaeidae j,COPEPOD,Copepod,,,128569,6.4297
PHB20130319,Corycaeidae j,COPEPOD,Copepod,,,128569,2.8291
ROT20130321,Corycaeidae j,COPEPOD,Copepod,,,128569,62.8679
ROT20120727,Corycaeidae j,COPEPOD,Copepod,,,128569,165.0282
ESP20120612,Corycaeidae j,COPEPOD,Copepod,,,128569,11.7877
NIN20120509,Corycaeidae j,COPEPOD,Copepod,,,128569,11.3162
NSI20130706,Corycaeidae j,COPEPOD,Copepod,,,128569,32.1483
ESP20130725,Corycaeidae j,COPEPOD,Copepod,,,128569,31.4339
ROT20120523,Corycaeidae j,COPEPOD,Copepod,,,128569,15.717
NSI20130913,Corycaeidae j,COPEPOD,Copepod,,,128569,12.8593
KAI20130827,Corycaeidae j,COPEPOD,Copepod,,,128569,5.0519
YON20130611,Corycaeidae j,COPEPOD,Copepod,,,128569,54.4049
ROT20140624,Corycaeidae j,COPEPOD,Copepod,,,128569,94.3018
YON20140910,Corycaeidae j,COPEPOD,Copepod,,,128569,108.8098
ROT20140730,Corycaeidae j,COPEPOD,Copepod,,,128569,47.1509
PHB20150225,Corycaeidae j,COPEPOD,Copepod,,,128569,17.6816
PHB20141208,Corycaeidae j,COPEPOD,Copepod,,,128569,1.8135
PHB20150819,Corycaeidae j,COPEPOD,Copepod,,,128569,3.5363
PHB20150630,Corycaeidae j,COPEPOD,Copepod,,,128569,7.0726
KAI20150224,Corycaeidae j,COPEPOD,Copepod,,,128569,14.1453
ROT20160722,Corycaeidae j,COPEPOD,Copepod,,,128569,55.0094
NSI20161019,Corycaeidae j,COPEPOD,Copepod,,,128569,25.7187
NSI20160412,Corycaeidae j,COPEPOD,Copepod,,,128569,77.156
NSI20160517,Corycaeidae j,COPEPOD,Copepod,,,128569,25.7187
YON20160503,Corycaeidae j,COPEPOD,Copepod,,,128569,136.0122
YON20160601,Corycaeidae j,COPEPOD,Copepod,,,128569,258.4232
NSI20160920,Corycaeidae j,COPEPOD,Copepod,,,128569,6.4297
DAR20161107,Corycaeidae j,COPEPOD,Copepod,,,128569,419.9378
ROT20170120,Corycaeidae j,COPEPOD,Copepod,,,128569,14.1453
PHB20161030,Corycaeidae j,COPEPOD,Copepod,,,128569,7.0726
YON20170906,Corycaeidae j,COPEPOD,Copepod,,,128569,254.6149
NSI20180123,Corycaeidae j,COPEPOD,Copepod,,,128569,32.1483
PHB20180123,Corycaeidae j,COPEPOD,Copepod,,,128569,35.3632
ROT20171103,Corycaeidae j,COPEPOD,Copepod,,,128569,15.717
ROT20171214,Corycaeidae j,COPEPOD,Copepod,,,128569,23.5755
ROT20180719,Corycaeidae j,COPEPOD,Copepod,,,128569,165.0282
ROT20190621,Corycaeidae j,COPEPOD,Copepod,,,128569,34.5773
YON20190507,Corycaeidae j,COPEPOD,Copepod,,,128569,204.0183
IIOE20190519,Corycaeidae j,COPEPOD,Copepod,,,128569,1.0104
IIOE20190523,Corycaeidae j,COPEPOD,Copepod,,,128569,24.7542
PHB20190408,Corycaeidae j,COPEPOD,Copepod,,,128569,42.4358
YON20190124,Corycaeidae j,COPEPOD,Copepod,,,128569,77.799
NSI20190118,Corycaeidae j,COPEPOD,Copepod,,,128569,49.5085
ROT20200814,Corycaeidae j,COPEPOD,Copepod,,,128569,61.8856
YON20200611,Corycaeidae j,COPEPOD,Copepod,,,128569,32.6429
YON20200802,Corycaeidae j,COPEPOD,Copepod,,,128569,70.7264
NSI20201022,Corycaeidae j,COPEPOD,Copepod,,,128569,22.5038
DAR20200922_0630,Corycaeidae j,COPEPOD,Copepod,,,128569,306.4809
KAI20191127,Corycaeidae j,COPEPOD,Copepod,,,128569,4.2436
YON20191202,Corycaeidae j,COPEPOD,Copepod,,,128569,159.1343
ROT20191126,Corycaeidae j,COPEPOD,Copepod,,,128569,7.0726
YON20200212,Corycaeidae j,COPEPOD,Copepod,,,128569,163.2147
NSI20201116,Corycaeidae j,COPEPOD,Copepod,,,128569,77.156
YON20201209,Corycaeidae j,COPEPOD,Copepod,,,128569,106.0895
ROT20201013,Corycaeidae j,COPEPOD,Copepod,,,128569,114.9303
PHB20100817,Cosmocalanus darwinii f,COPEPOD,Copepod,Cosmocalanus,darwinii,361259,7.0726
PHB20110329,Cosmocalanus darwinii m,COPEPOD,Copepod,Cosmocalanus,darwinii,361259,1.7682
PHB20090223,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,3.5363
ESP20090917,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,13.0975
MAI20100505,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,2.5259
MAI20101027,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,2.9469
MAI20110812,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,5.0098
KAI20110718,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,3.5363
MAI20120326,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,4.4204
PHB20111206,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,0.943
NSI20120620,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,3.2148
MAI20121112,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,19.1551
MAI20130807,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,11.0019
MAI20131117,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,26.2834
MAI20131217,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1.1051
PHB20140120,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,0.6076
MAI20140619,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,8.4872
MAI20140807,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,0.8841
PHB20141208,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1.8135
MAI20150811,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,4.7151
MAI20151001,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,4.7151
MAI20170626,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,0.3698
PHB20190121,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,10.609
NSI20181023,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,6.4297
NSI20201116,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,12.8593
MAI20111214,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,104510,4.8624
MAI20120820,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,104510,0.442
MAI20121002,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,104510,3.5363
PHB20120917,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,104510,8.083
PHB20141112,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,104510,3.5902
PHB20161030,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1.7682
PHB20090518,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,8.083
NSI20090819,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,9.6445
PHB20090623,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,3.0311
NSI20090916,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,0.063
NSI20091021,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,4.2864
NSI20100121,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,3.2148
ROT20100416,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,7.8585
YON20100413,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,13.6012
NSI20110119,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,4.2864
NSI20120620,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,6.4297
NIN20120827,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,33.9487
YON20140717,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,13.6012
PHB20130611,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,1.4145
NSI20160517,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,19.289
NSI20190821,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,2.5719
IIOE20190527,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,21.2179
IIOE20190530,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,10.609
IIOE20190610,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,70.7264
NSI20201022,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,3.2148
NSI20200817,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,6.4297
NSI20130706,Delibus nudus m,COPEPOD,Copepod,Delibus,nudus,363905,6.4297
PHB20140317,Delibus nudus m,COPEPOD,Copepod,Delibus,nudus,363905,1.7682
YON20090909,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,104171,6.8006
PHB20110228,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,104171,31.8269
YON20130719,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,104171,13.6012
ESP20120612,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,104171,3.9292
KAI20150224,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,104171,3.5363
NSI20160822,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,104171,3.2148
NSI20160920,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,104171,6.4297
PHB20090623,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,2.0208
ROT20100520,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,7.8585
NSI20111116,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,6.4297
NIN20111107,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,14.1453
NSI20120912,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,5.1437
PHB20121009,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,3.5363
ESP20121212,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,7.8585
PHB20131027,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,3.5363
YON20150825,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,5.4405
NSI20170424,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,6.4297
PHB20171024,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,1.7682
ROT20181024,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,7.8585
ROT20180719,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,15.717
KAI20190514,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,7.0726
